瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 惑措嚼档(%),钦拌 老荤樊(MJ/m2)
156,堡林,2017-01-01,4.5,80.6,10.25
156,堡林,2017-01-02,7.2,81.6,7.89
156,堡林,2017-01-03,5.7,68.3,10.7
156,堡林,2017-01-04,5,77.1,9.35
156,堡林,2017-01-05,6.8,71.3,5.15
156,堡林,2017-01-06,8.2,65.9,10.18
156,堡林,2017-01-07,6.6,71.4,5.65
156,堡林,2017-01-08,8.7,73.8,9.21
156,堡林,2017-01-09,5.1,65.6,8.29
156,堡林,2017-01-10,2.8,57.4,9.83
156,堡林,2017-01-11,.1,53.4,11.9
156,堡林,2017-01-12,2.3,76.3,6.05
156,堡林,2017-01-13,-.1,71.3,6.69
156,堡林,2017-01-14,-3,59.9,10.33
156,堡林,2017-01-15,-3,50.8,12.74
156,堡林,2017-01-16,-.6,48.5,12.41
156,堡林,2017-01-17,.3,48.9,8.4
156,堡林,2017-01-18,2.3,55.8,9.13
156,堡林,2017-01-19,2.2,66.3,10.84
156,堡林,2017-01-20,-.3,77.1,2.58
156,堡林,2017-01-21,-.5,78.8,7.65
156,堡林,2017-01-22,-1.7,80.6,5.35
156,堡林,2017-01-23,-3.6,69.8,10.78
156,堡林,2017-01-24,-2,65.8,12.77
156,堡林,2017-01-25,-1.3,64.4,13.63
156,堡林,2017-01-26,.8,57.6,13.19
156,堡林,2017-01-27,2,56.6,13.36
156,堡林,2017-01-28,3.4,43.8,13.67
156,堡林,2017-01-29,5.3,88.1,2.21
156,堡林,2017-01-30,-.2,62.5,7.56
156,堡林,2017-01-31,-1.4,51.9,14.23
156,堡林,2017-02-01,-.1,45.3,12.51
156,堡林,2017-02-02,.2,43.6,15.5
156,堡林,2017-02-03,3,58.1,12.4
156,堡林,2017-02-04,6.7,59.1,7.47
156,堡林,2017-02-05,5.2,86.3,2.27
156,堡林,2017-02-06,1.7,55,14.84
156,堡林,2017-02-07,1.7,50.9,11.26
156,堡林,2017-02-08,1.9,58.9,7.28
156,堡林,2017-02-09,-1.4,72.3,10.61
156,堡林,2017-02-10,-3.5,82.6,7.07
156,堡林,2017-02-11,-1.7,76.1,9.76
156,堡林,2017-02-12,1.1,63.4,14.47
156,堡林,2017-02-13,2.7,72.5,14.58
156,堡林,2017-02-14,3.5,55,16.37
156,堡林,2017-02-15,4.4,53,16.21
156,堡林,2017-02-16,8.2,80.1,11.31
156,堡林,2017-02-17,5.5,62.8,14.56
156,堡林,2017-02-18,.7,44.5,17.25
156,堡林,2017-02-19,5.6,54.9,12.41
156,堡林,2017-02-20,3.4,68.6,13.66
156,堡林,2017-02-21,3,45.5,17.46
156,堡林,2017-02-22,6,89.6,1.72
156,堡林,2017-02-23,1.7,59.6,16.98
156,堡林,2017-02-24,1.7,48.4,18.61
156,堡林,2017-02-25,4.5,48.5,17.91
156,堡林,2017-02-26,4.3,54.4,16.12
156,堡林,2017-02-27,5.1,51.8,17.95
156,堡林,2017-02-28,6.3,44.8,18.42
156,堡林,2017-03-01,7.7,63.4,14.1
156,堡林,2017-03-02,2.8,67,17.48
156,堡林,2017-03-03,5.2,54.3,18.4
156,堡林,2017-03-04,7.4,55.1,19.19
156,堡林,2017-03-05,7.3,58.1,14.6
156,堡林,2017-03-06,3.3,41.6,20.95
156,堡林,2017-03-07,.5,58.6,11.78
156,堡林,2017-03-08,2.3,65.5,13.59
156,堡林,2017-03-09,6.6,51.4,20.17
156,堡林,2017-03-10,7.6,47,20.87
156,堡林,2017-03-11,8.7,35.6,19.76
156,堡林,2017-03-12,9.9,33.1,19.74
156,堡林,2017-03-13,8.6,51.1,17.61
156,堡林,2017-03-14,6,50,21.95
156,堡林,2017-03-15,6,48.5,21.27
156,堡林,2017-03-16,6.6,48.4,18.14
156,堡林,2017-03-17,7.8,44.5,21.57
156,堡林,2017-03-18,9.9,36.4,14.28
156,堡林,2017-03-19,11.4,37.5,20.61
156,堡林,2017-03-20,8.7,72.1,4.94
156,堡林,2017-03-21,7.2,62.5,22.13
156,堡林,2017-03-22,7.7,54.5,17.03
156,堡林,2017-03-23,9.9,41.4,17.14
156,堡林,2017-03-24,9.3,54.1,12.52
156,堡林,2017-03-25,7,92.9,6.12
156,堡林,2017-03-26,7,75.3,16.51
156,堡林,2017-03-27,7.5,74.3,17.08
156,堡林,2017-03-28,8.2,67,18.2
156,堡林,2017-03-29,8,93.5,4.72
156,堡林,2017-03-30,11.8,64.4,23.21
156,堡林,2017-03-31,10.9,68.6,13.49
156,堡林,2017-04-01,9.3,69.9,20.35
156,堡林,2017-04-02,9.4,58.6,23.44
156,堡林,2017-04-03,11.8,46.6,24.49
156,堡林,2017-04-04,14.8,40.6,21.73
156,堡林,2017-04-05,15,86.8,3.86
156,堡林,2017-04-06,14.3,98.4,3.43
