瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 惑措嚼档(%),钦拌 老荤樊(MJ/m2)
156,堡林,2021-01-01,-.6,83.1,9
156,堡林,2021-01-02,-.3,67.8,12.54
156,堡林,2021-01-03,-.6,54.6,10.37
156,堡林,2021-01-04,1.2,71.8,10.07
156,堡林,2021-01-05,-.2,64.9,7.74
156,堡林,2021-01-06,-2.4,65.9,10.95
156,堡林,2021-01-07,-8.4,69.1,5.16
156,堡林,2021-01-08,-9.9,55.8,12.15
156,堡林,2021-01-09,-7.6,52.6,13.02
156,堡林,2021-01-10,-5.1,74.3,9.5
156,堡林,2021-01-11,-2.1,78.6,5.82
156,堡林,2021-01-12,-.5,80.4,10.78
156,堡林,2021-01-13,4.3,77.5,11.74
156,堡林,2021-01-14,6.6,76.8,12.16
156,堡林,2021-01-15,7.9,83.9,7.46
156,堡林,2021-01-16,.3,60.9,7.43
156,堡林,2021-01-17,-1.5,60.4,13.86
156,堡林,2021-01-18,.6,77.1,5.69
156,堡林,2021-01-19,-1.3,46,14.39
156,堡林,2021-01-20,3.2,51.1,13.68
156,堡林,2021-01-21,7.6,81.4,5.47
156,堡林,2021-01-22,9.4,97.9,4.14
156,堡林,2021-01-23,9.3,96.8,3.29
156,堡林,2021-01-24,8.8,70.5,12.93
156,堡林,2021-01-25,8.8,66.8,13.75
156,堡林,2021-01-26,6.5,90.6,3.79
156,堡林,2021-01-27,5.1,41.8,14.25
156,堡林,2021-01-28,.7,71.8,6.84
156,堡林,2021-01-29,-3.2,63.8,15.34
156,堡林,2021-01-30,1.8,74,9.81
156,堡林,2021-01-31,6.2,77.6,11.52
156,堡林,2021-02-01,8.3,90.6,4.36
156,堡林,2021-02-02,-1,45.6,16.45
156,堡林,2021-02-03,.3,50.3,16.03
156,堡林,2021-02-04,1.6,49.1,16.67
156,堡林,2021-02-05,2.8,41,11.02
156,堡林,2021-02-06,5.7,71.4,6.55
156,堡林,2021-02-07,7.4,65.8,14.14
156,堡林,2021-02-08,.3,44.8,17.29
156,堡林,2021-02-09,1.7,40.1,17.32
156,堡林,2021-02-10,4,58.1,15.93
156,堡林,2021-02-11,6.4,63.6,10.21
156,堡林,2021-02-12,9.3,47,15.04
156,堡林,2021-02-13,10.6,41,16.83
156,堡林,2021-02-14,10.9,55.1,7.98
156,堡林,2021-02-15,3.9,65.9,7.26
156,堡林,2021-02-16,.4,60.5,13.96
