瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 惑措嚼档(%),钦拌 老荤樊(MJ/m2)
156,堡林,2020-01-01,-.3,58,8.62
156,堡林,2020-01-02,2.6,69,11.06
156,堡林,2020-01-03,3.8,71.5,10.83
156,堡林,2020-01-04,3.4,73.1,10.89
156,堡林,2020-01-05,4.9,54.1,12.72
156,堡林,2020-01-06,7.1,82.4,1.68
156,堡林,2020-01-07,13.1,97.6,1.45
156,堡林,2020-01-08,5,83.9,1.17
156,堡林,2020-01-09,3.2,66.1,10.21
156,堡林,2020-01-10,2.8,61.5,12.54
156,堡林,2020-01-11,3.6,59.6,10.35
156,堡林,2020-01-12,3.4,62.1,5.66
156,堡林,2020-01-13,2.3,59,7.74
156,堡林,2020-01-14,2,54.1,9.22
156,堡林,2020-01-15,.9,61.8,11.01
156,堡林,2020-01-16,2.3,44.6,11.74
156,堡林,2020-01-17,2.6,39.1,10.98
156,堡林,2020-01-18,2.2,56.5,13.66
156,堡林,2020-01-19,3,75.6,5.35
156,堡林,2020-01-20,4,63.1,10.13
156,堡林,2020-01-21,3.6,38.8,14.43
156,堡林,2020-01-22,5.4,82.5,2.01
156,堡林,2020-01-23,7.5,85.1,6.96
156,堡林,2020-01-24,7.1,57.8,12.3
156,堡林,2020-01-25,7.4,71.5,5.51
156,堡林,2020-01-26,8.2,68.1,8.01
156,堡林,2020-01-27,6,94.5,2.27
156,堡林,2020-01-28,7.3,81.9,11.41
156,堡林,2020-01-29,6.6,84.9,4.71
156,堡林,2020-01-30,5.9,73.1,11.02
156,堡林,2020-01-31,4.3,68.5,8.72
156,堡林,2020-02-01,3.9,74.3,9.68
156,堡林,2020-02-02,4,66.1,12.96
156,堡林,2020-02-03,2,65.8,12.28
156,堡林,2020-02-04,2.1,49.4,16.01
156,堡林,2020-02-05,-1.7,44.5,16.87
156,堡林,2020-02-06,-2.2,32.6,12.99
156,堡林,2020-02-07,1.1,43.1,12.92
156,堡林,2020-02-08,3,52.4,12.32
156,堡林,2020-02-09,2.5,53,16.21
