瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 惑措嚼档(%),钦拌 老荤樊(MJ/m2)
156,堡林,2018-01-01,2.3,52.6,12.02
156,堡林,2018-01-02,2.2,67,8.54
156,堡林,2018-01-03,.2,52.6,12.36
156,堡林,2018-01-04,-.6,54.5,6.91
156,堡林,2018-01-05,1.4,58.9,8.25
156,堡林,2018-01-06,2.3,55.5,12.75
156,堡林,2018-01-07,2.6,70.4,4.67
156,堡林,2018-01-08,3.6,91.9,3.53
156,堡林,2018-01-09,-.1,88.4,4.59
156,堡林,2018-01-10,-3.1,95.5,1.5
156,堡林,2018-01-11,-6,81.8,2.27
156,堡林,2018-01-12,-6.4,70.3,4.85
156,堡林,2018-01-13,-1.9,77.6,9.34
156,堡林,2018-01-14,1.3,81.8,9.8
156,堡林,2018-01-15,5.3,84.8,11.95
156,堡林,2018-01-16,4.8,98,2.32
156,堡林,2018-01-17,5.6,91.3,6.44
156,堡林,2018-01-18,5.1,75.4,10.9
156,堡林,2018-01-19,2.4,56.6,12.72
156,堡林,2018-01-20,2.9,64.6,11.77
156,堡林,2018-01-21,3.7,62.3,10.47
156,堡林,2018-01-22,5.3,60.1,8.93
156,堡林,2018-01-23,-4.1,59.9,11.09
156,堡林,2018-01-24,-8,46,12.73
156,堡林,2018-01-25,-7.5,48.3,14.7
156,堡林,2018-01-26,-7.9,55,15.21
156,堡林,2018-01-27,-4.6,37.9,14.7
156,堡林,2018-01-28,-1.1,44.5,12.94
156,堡林,2018-01-29,-3.9,58.5,13.17
156,堡林,2018-01-30,-2.8,53.5,13.05
156,堡林,2018-01-31,-.4,61.1,7.65
156,堡林,2018-02-01,-.1,47.4,15.41
156,堡林,2018-02-02,-.9,38.8,11.47
156,堡林,2018-02-03,-3.4,69.3,12.41
156,堡林,2018-02-04,-5.9,73.6,8.37
156,堡林,2018-02-05,-5.6,66.3,12.73
156,堡林,2018-02-06,-6.5,67.6,14.17
156,堡林,2018-02-07,-4.2,55.5,16.86
156,堡林,2018-02-08,-.2,42.9,15.4
156,堡林,2018-02-09,3.8,55.8,12.7
156,堡林,2018-02-10,2.2,59.9,11.24
156,堡林,2018-02-11,-1.9,79,8.08
156,堡林,2018-02-12,-2.9,78.9,5.77
156,堡林,2018-02-13,1.3,59.6,17.94
156,堡林,2018-02-14,5.9,73.9,12.22
156,堡林,2018-02-15,3,47,10.81
156,堡林,2018-02-16,2.5,39.9,12.04
156,堡林,2018-02-17,1.2,37.9,18.33
156,堡林,2018-02-18,3.7,26.9,10.55
156,堡林,2018-02-19,6.1,36.4,10.62
156,堡林,2018-02-20,4.8,49.4,12.51
156,堡林,2018-02-21,1.8,28.6,9.97
156,堡林,2018-02-22,2.3,39.6,17.37
156,堡林,2018-02-23,6.3,63,10.94
156,堡林,2018-02-24,6.6,72.4,14.4
156,堡林,2018-02-25,6.5,41.8,13.21
156,堡林,2018-02-26,6.3,33,19.25
156,堡林,2018-02-27,8.3,49.1,16.02
156,堡林,2018-02-28,8,82,2.04
156,堡林,2018-03-01,3.1,68.5,17.24
156,堡林,2018-03-02,3.4,45.1,20.32
156,堡林,2018-03-03,9.9,57.8,18.26
156,堡林,2018-03-04,14.8,88.1,12.91
156,堡林,2018-03-05,10.7,90,5.62
156,堡林,2018-03-06,8.9,59.5,21.43
156,堡林,2018-03-07,6.8,75.5,8.07
156,堡林,2018-03-08,3.8,90,4.94
156,堡林,2018-03-09,4.8,71.3,14.73
156,堡林,2018-03-10,5.2,71.4,20.63
156,堡林,2018-03-11,7.7,67.3,19.84
156,堡林,2018-03-12,10.1,62.1,20.43
156,堡林,2018-03-13,13.7,57.3,18.95
156,堡林,2018-03-14,16.7,63.8,16.79
156,堡林,2018-03-15,14.2,97.3,1.82
156,堡林,2018-03-16,8.1,90,5.26
156,堡林,2018-03-17,8.9,71.9,20.37
156,堡林,2018-03-18,9.8,88.6,7.44
156,堡林,2018-03-19,11.8,96.5,3.61
156,堡林,2018-03-20,7.7,60.6,.46
156,堡林,2018-03-21,2.3,96.1,.07
156,堡林,2018-03-22,5.8,67.1,.22
156,堡林,2018-03-23,6.9,63.4,19.52
156,堡林,2018-03-24,9.8,65,20.14
156,堡林,2018-03-25,12,75.1,22.29
156,堡林,2018-03-26,12.9,74,21.15
156,堡林,2018-03-27,14.5,63.1,21.47
156,堡林,2018-03-28,15.6,70.1,23.02
156,堡林,2018-03-29,17,71.8,16.48
156,堡林,2018-03-30,16.6,63.5,20.48
156,堡林,2018-03-31,17.1,49.8,21.61
156,堡林,2018-04-01,18.1,64.3,13.53
156,堡林,2018-04-02,18.9,69.1,21.97
156,堡林,2018-04-03,20,70.9,21.92
156,堡林,2018-04-04,16,93.5,4.33
156,堡林,2018-04-05,12.4,94.1,4.69
156,堡林,2018-04-06,9.3,71.9,20.5
156,堡林,2018-04-07,5,55.8,18.04
156,堡林,2018-04-08,9.5,62,23.12
156,堡林,2018-04-09,14.1,54.8,24.98
156,堡林,2018-04-10,17.5,58.1,22.61
156,堡林,2018-04-11,16.5,58.9,25.05
156,堡林,2018-04-12,13.6,43.9,16.48
156,堡林,2018-04-13,14.8,33,9.63
156,堡林,2018-04-14,10.9,92.5,2.78
156,堡林,2018-04-15,10.1,67.8,24.55
156,堡林,2018-04-16,11.6,61.5,23.01
156,堡林,2018-04-17,14,61.9,25.05
156,堡林,2018-04-18,13.8,61.9,27.77
156,堡林,2018-04-19,15.2,51,27.7
156,堡林,2018-04-20,19.3,51.1,26.78
156,堡林,2018-04-21,19.7,58.6,27.42
156,堡林,2018-04-22,19.4,87.1,12.41
156,堡林,2018-04-23,15.3,98.1,2.94
156,堡林,2018-04-24,14,99,6.12
