瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 惑措嚼档(%),钦拌 老荤樊(MJ/m2)
156,堡林,2011-01-01,-4.4,69.8,12.18
156,堡林,2011-01-02,-3.8,71.8,13.11
156,堡林,2011-01-03,-2.5,61.4,11.31
156,堡林,2011-01-04,-1.7,72.8,6.95
156,堡林,2011-01-05,.7,65.6,7.68
156,堡林,2011-01-06,-2.3,71,7.5
156,堡林,2011-01-07,-3.7,57.3,12.55
156,堡林,2011-01-08,-1.5,66,10.79
156,堡林,2011-01-09,-1.7,60.4,9.74
156,堡林,2011-01-10,-5.2,49.6,12.71
156,堡林,2011-01-11,-2.6,56.3,9.1
156,堡林,2011-01-12,-3.3,54.1,13.34
156,堡林,2011-01-13,-3,53,11.75
156,堡林,2011-01-14,-1.2,56.4,9.7
156,堡林,2011-01-15,-5.8,57.6,10.65
156,堡林,2011-01-16,-7.7,65.6,10.04
156,堡林,2011-01-17,-4.6,60.1,13.11
156,堡林,2011-01-18,-3.6,73,6
156,堡林,2011-01-19,-2.3,70.3,11.6
156,堡林,2011-01-20,-3.7,66.6,8.82
156,堡林,2011-01-21,-3.8,57.4,11.54
156,堡林,2011-01-22,-2.7,59.3,10.79
156,堡林,2011-01-23,-1.1,63.3,3.97
156,堡林,2011-01-24,-3.4,76.3,8.53
156,堡林,2011-01-25,-3.5,62.5,11.79
156,堡林,2011-01-26,-4.2,64.5,12.74
156,堡林,2011-01-27,-3.7,47.4,12.31
156,堡林,2011-01-28,-4,44.1,12.18
156,堡林,2011-01-29,-5.5,58.1,9.38
156,堡林,2011-01-30,-6.1,70.4,13.4
156,堡林,2011-01-31,-4,70,13.22
156,堡林,2011-02-01,-.3,70,11.65
156,堡林,2011-02-02,2.2,65,12.11
156,堡林,2011-02-03,1.7,69.4,12.43
156,堡林,2011-02-04,3.6,58.5,12.44
156,堡林,2011-02-05,2.4,60.6,13.99
156,堡林,2011-02-06,3.7,71.4,9.47
156,堡林,2011-02-07,4.5,59.5,11.21
156,堡林,2011-02-08,4,81.8,1.56
156,堡林,2011-02-09,1.5,59.3,13.55
156,堡林,2011-02-10,-.5,52.4,4.59
156,堡林,2011-02-11,-1.1,55.6,16.12
156,堡林,2011-02-12,-3.7,64.8,13.52
156,堡林,2011-02-13,-2.8,53.9,13.45
156,堡林,2011-02-14,-2,55.4,12.42
156,堡林,2011-02-15,-.3,60.3,15.71
156,堡林,2011-02-16,1.9,72.9,9.64
156,堡林,2011-02-17,1.2,85.9,4.02
156,堡林,2011-02-18,2.5,67.4,16.69
156,堡林,2011-02-19,3.7,59.4,14.8
156,堡林,2011-02-20,6.3,46.1,15.91
156,堡林,2011-02-21,6.4,55.9,16.21
156,堡林,2011-02-22,5.7,64.6,13.55
156,堡林,2011-02-23,7.4,65.5,14.5
156,堡林,2011-02-24,8.2,63.9,17.15
156,堡林,2011-02-25,6.3,51.3,14.44
156,堡林,2011-02-26,8,48.8,18.23
156,堡林,2011-02-27,10.9,97.1,1.33
156,堡林,2011-02-28,6.7,98.8,1.77
156,堡林,2011-03-01,1.8,81.1,7.85
156,堡林,2011-03-02,1,52.6,19.14
156,堡林,2011-03-03,0,49.3,18.35
156,堡林,2011-03-04,1.4,50.1,19.37
156,堡林,2011-03-05,3.2,54.5,15.76
156,堡林,2011-03-06,5.6,56.8,16.62
156,堡林,2011-03-07,3.4,55.9,19.4
156,堡林,2011-03-08,3.9,53.3,19.82
156,堡林,2011-03-09,3,49.3,20.58
156,堡林,2011-03-10,3.7,55.4,20.41
156,堡林,2011-03-11,6.4,58.1,19.96
156,堡林,2011-03-12,9.4,55,18.07
156,堡林,2011-03-13,11.7,64.1,19.43
156,堡林,2011-03-14,9.7,72.9,14.06
156,堡林,2011-03-15,3.5,54.5,18.35
156,堡林,2011-03-16,2.1,48.9,16.39
156,堡林,2011-03-17,3.2,44.4,22.39
156,堡林,2011-03-18,7.1,47.6,16.93
156,堡林,2011-03-19,11.4,67.1,10.1
156,堡林,2011-03-20,8.6,88.1,8.08
156,堡林,2011-03-21,9,61.4,9.47
156,堡林,2011-03-22,3.2,40,20.07
156,堡林,2011-03-23,3.2,46.9,23.24
156,堡林,2011-03-24,5.6,54.6,17.62
156,堡林,2011-03-25,3.4,53,22.83
156,堡林,2011-03-26,3.6,49.6,23.16
156,堡林,2011-03-27,6.3,42.6,19.92
156,堡林,2011-03-28,8,47.8,21.34
