瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 惑措嚼档(%),钦拌 老荤樊(MJ/m2)
143,措备,2016-01-01,1.7,70.5,10.42
143,措备,2016-01-02,3,74.8,8.27
143,措备,2016-01-03,4.9,77,9.46
143,措备,2016-01-04,5.8,58.1,8.58
143,措备,2016-01-05,2.9,29.4,4.4
143,措备,2016-01-06,2.2,47.5,9.37
143,措备,2016-01-07,1.7,50.4,10.16
143,措备,2016-01-08,.8,49.4,10.64
143,措备,2016-01-09,1.3,54.4,10.16
143,措备,2016-01-10,2.1,58.6,9.84
143,措备,2016-01-11,1.5,33.9,9.93
143,措备,2016-01-12,-.5,38.1,11
143,措备,2016-01-13,0,57.1,9.97
143,措备,2016-01-14,.2,56.1,9.89
143,措备,2016-01-15,-.3,66.3,9.16
143,措备,2016-01-16,.6,68.9,6.95
143,措备,2016-01-17,1.4,81.5,2.35
143,措备,2016-01-18,-.2,62.1,7.28
143,措备,2016-01-19,-6.3,46.8,11.42
143,措备,2016-01-20,-5.4,49.5,8.82
143,措备,2016-01-21,-3.4,38.9,5.8
143,措备,2016-01-22,-2.1,32,10.06
143,措备,2016-01-23,-5.8,37.6,9.47
143,措备,2016-01-24,-10.2,49,12.26
143,措备,2016-01-25,-5,54.9,12.66
143,措备,2016-01-26,-.7,59.5,11.78
143,措备,2016-01-27,.9,56.4,10.76
143,措备,2016-01-28,-.7,76.1,1.52
143,措备,2016-01-29,.9,98,1.28
143,措备,2016-01-30,2.1,95,3.15
143,措备,2016-01-31,1.2,61,9.13
143,措备,2016-02-01,-1.2,40.5,13.92
143,措备,2016-02-02,-1.9,43,14.35
143,措备,2016-02-03,-.4,50.4,13.85
143,措备,2016-02-04,2.3,48.4,10.34
143,措备,2016-02-05,1.8,35,13.98
143,措备,2016-02-06,.2,41,13.89
143,措备,2016-02-07,0,45.8,14.32
143,措备,2016-02-08,2.6,46.8,12.64
143,措备,2016-02-09,3.9,36,15.08
143,措备,2016-02-10,3.3,50.4,14.81
143,措备,2016-02-11,5.5,63.8,9.8
143,措备,2016-02-12,9.7,94,1.8
143,措备,2016-02-13,13,96.3,4.65
143,措备,2016-02-14,4.2,62.9,10.52
143,措备,2016-02-15,-2.2,47,16.32
143,措备,2016-02-16,1.1,56,11.27
143,措备,2016-02-17,2.8,44.1,16.37
143,措备,2016-02-18,3.7,57,12.56
143,措备,2016-02-19,5.4,56.8,10.16
143,措备,2016-02-20,5.6,43.9,11.63
143,措备,2016-02-21,2.2,36.4,16.95
143,措备,2016-02-22,3.6,45.6,8.47
143,措备,2016-02-23,4.8,42.6,12.79
143,措备,2016-02-24,.7,45.5,10.54
143,措备,2016-02-25,1.6,41.3,16.7
143,措备,2016-02-26,3.3,68.3,10.63
143,措备,2016-02-27,6.6,66.8,12.32
143,措备,2016-02-28,7.2,66.9,8.87
143,措备,2016-02-29,-.5,46.9,12.54
143,措备,2016-03-01,.2,41.9,18.57
143,措备,2016-03-02,4.8,47.4,17.64
143,措备,2016-03-03,8.3,54.5,17.33
143,措备,2016-03-04,7.2,91.6,2.36
143,措备,2016-03-05,12.1,89,6.33
143,措备,2016-03-06,13.5,73.1,9.51
143,措备,2016-03-07,11.5,64.9,15.38
143,措备,2016-03-08,8.9,41.1,4.62
143,措备,2016-03-09,6.4,46.8,14.71
143,措备,2016-03-10,2.9,35,18.27
143,措备,2016-03-11,2.3,38.4,20.19
143,措备,2016-03-12,4.1,40.1,18.9
143,措备,2016-03-13,5.7,50.9,8.02
143,措备,2016-03-14,6.2,56.1,17.91
143,措备,2016-03-15,7.6,49.8,20.18
143,措备,2016-03-16,11.2,35.9,16.29
143,措备,2016-03-17,12.4,37,18.11
143,措备,2016-03-18,10.7,89.8,2.76
143,措备,2016-03-19,10.8,73.4,15.35
143,措备,2016-03-20,9,65.1,9.63
143,措备,2016-03-21,10.8,54.4,20.45
143,措备,2016-03-22,12.9,45,20.07
143,措备,2016-03-23,10,61.1,17.16
143,措备,2016-03-24,6.8,64.8,11.77
143,措备,2016-03-25,6.5,71.3,12.03
143,措备,2016-03-26,7.2,72.5,15.52
143,措备,2016-03-27,9.7,46.8,20.55
143,措备,2016-03-28,11.6,31.6,21.23
143,措备,2016-03-29,12.5,48.5,14.02
143,措备,2016-03-30,15.4,46.4,21.44
