瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 惑措嚼档(%),钦拌 老荤樊(MJ/m2)
143,措备,2010-01-01,-3.3,41.3,11.07
143,措备,2010-01-02,.5,56,6.19
143,措备,2010-01-03,-.8,36.4,11.36
143,措备,2010-01-04,-1,58.5,3.42
143,措备,2010-01-05,-3.1,47.6,11.42
143,措备,2010-01-06,-5.4,49.4,11.72
143,措备,2010-01-07,-4.5,49.6,11.64
143,措备,2010-01-08,-2.8,50.4,11.28
143,措备,2010-01-09,-.1,48.3,7.95
143,措备,2010-01-10,.6,54.1,6.06
143,措备,2010-01-11,.2,49.9,7.49
143,措备,2010-01-12,-3.2,39,9.49
143,措备,2010-01-13,-6.3,38.9,12.61
143,措备,2010-01-14,-4.3,49.4,11.49
143,措备,2010-01-15,-1.2,53.4,8.97
143,措备,2010-01-16,-.7,34,12.8
143,措备,2010-01-17,.4,27.1,12.08
143,措备,2010-01-18,1.8,46.6,10.84
143,措备,2010-01-19,3.6,57,9.06
143,措备,2010-01-20,9.1,81.9,2.06
143,措备,2010-01-21,4.6,52.9,11.07
143,措备,2010-01-22,-2,40,12.63
143,措备,2010-01-23,-1.5,46.1,12.94
143,措备,2010-01-24,1.7,46.4,12.81
143,措备,2010-01-25,2,38.1,11.79
143,措备,2010-01-26,-.5,32.8,14.44
143,措备,2010-01-27,1.8,62.3,6.97
143,措备,2010-01-28,5,54.9,12.89
143,措备,2010-01-29,2.6,32.6,13.83
143,措备,2010-01-30,3.5,45.3,9.39
143,措备,2010-01-31,4.4,53.3,9.8
143,措备,2010-02-01,3.9,55.6,5.38
143,措备,2010-02-02,-.2,24.6,11.1
143,措备,2010-02-03,-3.5,26.5,15.12
143,措备,2010-02-04,-1.6,34.6,14.49
143,措备,2010-02-05,.7,30.6,14.44
143,措备,2010-02-06,-.2,24.4,15.8
143,措备,2010-02-07,2.3,39,13.53
143,措备,2010-02-08,5.1,76,1.86
143,措备,2010-02-09,6,87.8,2.3
143,措备,2010-02-10,6.5,87.9,.92
143,措备,2010-02-11,3.4,82.3,2.71
143,措备,2010-02-12,1.7,78.5,5.62
