瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 惑措嚼档(%),钦拌 老荤樊(MJ/m2)
143,措备,2020-01-01,.2,53.3,10.37
143,措备,2020-01-02,3.4,57.9,10.18
143,措备,2020-01-03,3.6,54.3,10.35
143,措备,2020-01-04,2.7,55.4,10.43
143,措备,2020-01-05,2.2,53.6,12.39
143,措备,2020-01-06,1.4,84.3,2.28
143,措备,2020-01-07,7,97,1.86
143,措备,2020-01-08,7.9,64.5,7.47
143,措备,2020-01-09,3.2,54,10.41
143,措备,2020-01-10,2.2,59.1,12.14
143,措备,2020-01-11,3.3,50.4,11.27
143,措备,2020-01-12,2.7,51.1,12
143,措备,2020-01-13,2.1,48.1,12.31
143,措备,2020-01-14,1.6,42.3,9.56
143,措备,2020-01-15,.9,47,12.56
143,措备,2020-01-16,.3,47.4,10.2
143,措备,2020-01-17,1.4,51.8,7.82
143,措备,2020-01-18,3.1,44.1,7.6
143,措备,2020-01-19,3.2,49.4,9.77
143,措备,2020-01-20,4.6,44.1,10.28
143,措备,2020-01-21,1.9,36,13.27
143,措备,2020-01-22,2.9,65.9,2.88
143,措备,2020-01-23,5,95.4,4.21
143,措备,2020-01-24,6.1,80.3,11.08
143,措备,2020-01-25,7.2,68.8,6.06
143,措备,2020-01-26,6.7,74.1,8.09
143,措备,2020-01-27,6.2,85.3,1.99
143,措备,2020-01-28,7.4,75,5.47
143,措备,2020-01-29,6.2,75,7.18
143,措备,2020-01-30,5.7,67.9,7.93
143,措备,2020-01-31,4.4,66.8,7.23
143,措备,2020-02-01,2.9,67.6,10.87
143,措备,2020-02-02,3.6,61.5,12.17
143,措备,2020-02-03,3.1,45.6,12.55
143,措备,2020-02-04,1.9,42.5,15.24
143,措备,2020-02-05,-1.5,30.8,16.02
143,措备,2020-02-06,-2.1,39.3,13.84
143,措备,2020-02-07,1.1,49.9,13.29
143,措备,2020-02-08,2.9,46,14.34
143,措备,2020-02-09,1.9,44.3,15.74
143,措备,2020-02-10,5.5,46.8,14.25
143,措备,2020-02-11,6.1,56.3,13.25
143,措备,2020-02-12,8.1,90.5,2.88
143,措备,2020-02-13,10.4,76,11.86
143,措备,2020-02-14,10.7,63.4,15.2
143,措备,2020-02-15,12,69.8,12.06
143,措备,2020-02-16,5,64.1,12.51
143,措备,2020-02-17,-1.6,51.9,12.01
143,措备,2020-02-18,-.2,44.8,17.75
143,措备,2020-02-19,4.7,43.8,16.79
143,措备,2020-02-20,6.1,53.3,15.81
143,措备,2020-02-21,8.3,56.5,14.87
143,措备,2020-02-22,8.2,46,17.17
143,措备,2020-02-23,4.9,42.3,18.45
143,措备,2020-02-24,8.1,40.3,15.77
143,措备,2020-02-25,7,96.4,1.64
143,措备,2020-02-26,8.3,82.8,9.39
143,措备,2020-02-27,6.1,68,14.95
143,措备,2020-02-28,4.5,90,4.96
143,措备,2020-02-29,6.3,88.6,9.68
143,措备,2020-03-01,9.4,78.5,14.36
143,措备,2020-03-02,7.1,57,18.14
143,措备,2020-03-03,7.7,73.1,15.1
143,措备,2020-03-04,5.9,53,18.98
143,措备,2020-03-05,3.7,51.8,19.75
143,措备,2020-03-06,5.4,51.1,20.04
143,措备,2020-03-07,5.7,78,6.52
143,措备,2020-03-08,8.3,77.9,17.73
143,措备,2020-03-09,9.1,83.4,12.1
143,措备,2020-03-10,9,90.9,4.5
143,措备,2020-03-11,6.4,48.1,21.79
143,措备,2020-03-12,8.3,48.1,21.18
143,措备,2020-03-13,9.4,47,15.08
143,措备,2020-03-14,6.5,37.3,22.16
143,措备,2020-03-15,6.2,48.4,15.86
