지점,지점명,일시,평균기온(°C),평균 상대습도(%),합계 일사량(MJ/m2)
143,대구,2015-01-01,-3.9,39.5,12.32
143,대구,2015-01-02,-2,44.5,10.65
143,대구,2015-01-03,-.3,43.1,12.33
143,대구,2015-01-04,2.9,59.6,10.91
143,대구,2015-01-05,4.4,71.1,7.95
143,대구,2015-01-06,3.9,51.6,12.45
143,대구,2015-01-07,-1.4,31,13.16
143,대구,2015-01-08,-.2,38,12.79
143,대구,2015-01-09,1.7,53.4,8.33
143,대구,2015-01-10,3.2,45.8,12.81
143,대구,2015-01-11,2,48.9,11.53
143,대구,2015-01-12,.7,44.5,12.24
143,대구,2015-01-13,2.3,56.4,11.12
143,대구,2015-01-14,4.1,57.6,2.99
143,대구,2015-01-15,5.7,53.1,6.22
143,대구,2015-01-16,3.1,64.6,7.21
143,대구,2015-01-17,1.4,35.3,13.59
143,대구,2015-01-18,2.3,39.3,13.55
143,대구,2015-01-19,4.1,61,9.01
143,대구,2015-01-20,3,52.3,12.11
143,대구,2015-01-21,3.6,81.5,2.66
143,대구,2015-01-22,4.5,90.5,4.04
143,대구,2015-01-23,3.6,76.5,11.13
143,대구,2015-01-24,4.2,63.4,12.94
143,대구,2015-01-25,3.3,78.8,3.72
143,대구,2015-01-26,7.1,90.8,4.9
143,대구,2015-01-27,3.3,50.4,13.68
143,대구,2015-01-28,-.2,52.5,10.4
143,대구,2015-01-29,2.2,84.5,5.22
143,대구,2015-01-30,2.1,52.4,13.5
143,대구,2015-01-31,-.6,39.8,15.36
143,대구,2015-02-01,.5,42.9,15.55
143,대구,2015-02-02,1.6,49.4,11.91
143,대구,2015-02-03,3.5,58.8,11.61
143,대구,2015-02-04,3.8,52,12.11
143,대구,2015-02-05,3.2,50.6,12.73
143,대구,2015-02-06,3.4,47.6,15.11
143,대구,2015-02-07,4.2,52,13.58
143,대구,2015-02-08,-2.2,33.5,16.95
143,대구,2015-02-09,-3,36.8,17.04
143,대구,2015-02-10,4.3,42.6,13.99
143,대구,2015-02-11,5.4,50.6,12.26
143,대구,2015-02-12,3,34,17.12
143,대구,2015-02-13,1.2,30.4,17.27
143,대구,2015-02-14,4.4,44.1,16.16
143,대구,2015-02-15,6.1,61,7.51
143,대구,2015-02-16,5.9,91.8,1.77
143,대구,2015-02-17,5,72,10.86
143,대구,2015-02-18,3.8,58.1,9.17
143,대구,2015-02-19,4.5,57.4,16.87
143,대구,2015-02-20,5.7,61.5,16.57
143,대구,2015-02-21,7.1,78.4,3.06
143,대구,2015-02-22,9.2,70.9,10.27
143,대구,2015-02-23,5.3,46.9,15.13
143,대구,2015-02-24,5.8,43.4,16.5
