지점,지점명,일시,평균기온(°C),평균 상대습도(%),합계 일사량(MJ/m2)
108,서울,2012-01-01,-3,64.5,4.9
108,서울,2012-01-02,-4.8,66.5,6.16
108,서울,2012-01-03,-4.5,68.3,4.46
108,서울,2012-01-04,-7.4,55.4,8.05
108,서울,2012-01-05,-5.7,49.8,9.14
108,서울,2012-01-06,-2.8,42.9,8.57
108,서울,2012-01-07,-3.8,46.5,8.26
108,서울,2012-01-08,-2.5,54.3,4.81
108,서울,2012-01-09,-.3,66.1,5.34
108,서울,2012-01-10,-2.5,53.9,7.51
108,서울,2012-01-11,-6,42.3,9.28
108,서울,2012-01-12,-4.6,56.5,6.95
108,서울,2012-01-13,-1.2,52.8,7.45
108,서울,2012-01-14,-1.5,51.6,8.79
108,서울,2012-01-15,-2.6,44.5,7.33
108,서울,2012-01-16,1,44.6,8.99
108,서울,2012-01-17,2.8,48.5,7.04
108,서울,2012-01-18,1.4,39.8,6.8
108,서울,2012-01-19,5.3,54.4,4.23
108,서울,2012-01-20,5.4,61,4.17
108,서울,2012-01-21,2.4,60.3,4.34
108,서울,2012-01-22,-7.7,37.9,10.49
108,서울,2012-01-23,-9.6,33.3,10.8
108,서울,2012-01-24,-7.3,39.9,10.56
108,서울,2012-01-25,-8.2,41.3,11.23
108,서울,2012-01-26,-2.9,54.5,8.19
108,서울,2012-01-27,-.9,64.6,5.67
108,서울,2012-01-28,-1.8,24.4,9.34
108,서울,2012-01-29,-2.8,23.4,10.83
108,서울,2012-01-30,-5.6,22.4,11.29
108,서울,2012-01-31,-4.7,48.4,3.53
108,서울,2012-02-01,-12.8,47.9,12.09
108,서울,2012-02-02,-13.7,44.4,11.97
108,서울,2012-02-03,-8.6,54.3,11.61
108,서울,2012-02-04,-3,48.5,11.66
108,서울,2012-02-05,-.9,36.1,9.18
108,서울,2012-02-06,.9,50.6,8.12
108,서울,2012-02-07,-8.7,42.3,12.61
108,서울,2012-02-08,-8,39.1,11.72
108,서울,2012-02-09,-4.5,48.9,11.26
108,서울,2012-02-10,-3.5,46.4,9.13
108,서울,2012-02-11,-3.8,42.5,12.82
108,서울,2012-02-12,-.1,34.4,12.56
108,서울,2012-02-13,3.1,26.3,9.1
108,서울,2012-02-14,3,48.9,11.19
108,서울,2012-02-15,-1.3,31.5,11.6
108,서울,2012-02-16,-2.8,32.4,12.97
108,서울,2012-02-17,-6.4,35.1,11.51
108,서울,2012-02-18,-6.8,38.9,13.84
108,서울,2012-02-19,-4.4,39.6,14.27
108,서울,2012-02-20,-.2,56.8,12.33
