지점,지점명,일시,평균기온(°C),평균 상대습도(%),합계 일사량(MJ/m2)
127,충주,2022-01-01,-8,59.4,9.97
127,충주,2022-01-02,-3.5,69.5,5.86
127,충주,2022-01-03,-4.5,66.6,9.6
127,충주,2022-01-04,-3,63.6,10.24
127,충주,2022-01-05,-4.2,65.8,5.88
127,충주,2022-01-06,-3.7,60.1,10.14
127,충주,2022-01-07,-4.9,64,10.52
127,충주,2022-01-08,-2.2,66.9,7.55
127,충주,2022-01-09,1,72.3,6.71
127,충주,2022-01-10,-1.8,77.6,5.65
127,충주,2022-01-11,-5.3,56.5,10.98
127,충주,2022-01-12,-7.8,53,10.97
127,충주,2022-01-13,-6.3,46.8,10.81
127,충주,2022-01-14,-7.8,52.3,11.43
127,충주,2022-01-15,-2.6,59.5,6.88
127,충주,2022-01-16,-1.2,54.8,11.17
127,충주,2022-01-17,-5.5,61,8.13
127,충주,2022-01-18,-7.8,55.8,11.76
127,충주,2022-01-19,-5.9,69.3,5.76
127,충주,2022-01-20,-6.5,67.4,12.43
127,충주,2022-01-21,-5.7,63.5,13.22
127,충주,2022-01-22,-.2,59.5,6.05
127,충주,2022-01-23,2.2,63.6,9.26
127,충주,2022-01-24,4.3,52.4,8.64
127,충주,2022-01-25,1.5,85.8,.88
127,충주,2022-01-26,.9,70.3,10.46
127,충주,2022-01-27,-1.9,61.3,11.64
127,충주,2022-01-28,-3.4,58.3,12.64
127,충주,2022-01-29,-4.7,55.8,13
127,충주,2022-01-30,-5.1,57.9,12.72
127,충주,2022-01-31,-3.6,57.3,12.88
127,충주,2022-02-01,-1.9,79.8,3.4
127,충주,2022-02-02,-2.5,61.3,11.51
127,충주,2022-02-03,-3.1,51.4,13.52
127,충주,2022-02-04,-4.8,51.3,14.02
127,충주,2022-02-05,-6.4,46.6,12.92
127,충주,2022-02-06,-4.6,50.1,14.02
127,충주,2022-02-07,-3.8,49.1,9.27
127,충주,2022-02-08,-2.8,55.6,11.77
127,충주,2022-02-09,-1.8,54.5,13.35
127,충주,2022-02-10,.3,51.1,13.84
127,충주,2022-02-11,-.3,59.8,13.84
127,충주,2022-02-12,2.1,48.1,14.02
127,충주,2022-02-13,2.3,58.1,10.61
127,충주,2022-02-14,2.1,65.9,10.18
127,충주,2022-02-15,-3.7,58.1,7.96
127,충주,2022-02-16,-6.7,42.3,14.15
127,충주,2022-02-17,-7.5,42.6,16.27
127,충주,2022-02-18,-3.2,43.4,15.75
127,충주,2022-02-19,-1.1,48.1,8.93
127,충주,2022-02-20,-5.1,40.5,16.87
127,충주,2022-02-21,-3,54.9,12.06
127,충주,2022-02-22,-3.9,42.8,14.92
127,충주,2022-02-23,-6,37.5,17.45
127,충주,2022-02-24,-4.5,47.5,17.65
127,충주,2022-02-25,.3,63.4,14.1
127,충주,2022-02-26,5.7,64.5,12.63
127,충주,2022-02-27,3.1,52.1,18.15
127,충주,2022-02-28,3.2,58.3,12.76
127,충주,2022-03-01,4,75,4.46
127,충주,2022-03-02,2.2,55.3,19
127,충주,2022-03-03,4.7,54.4,17.87
127,충주,2022-03-04,7.1,54.6,14.82
127,충주,2022-03-05,3,39,19.11
127,충주,2022-03-06,.9,35.4,20.04
127,충주,2022-03-07,1.3,46.9,16.7
127,충주,2022-03-08,3.5,55.4,18.31
127,충주,2022-03-09,5.2,60,18.28
127,충주,2022-03-10,7.2,46.8,15.47
127,충주,2022-03-11,8.7,59,12.13
127,충주,2022-03-12,12.6,71.1,10.73
127,충주,2022-03-13,13.2,88.8,1.04
127,충주,2022-03-14,9.8,85.5,4.03
127,충주,2022-03-15,7.5,71.5,16.18
127,충주,2022-03-16,9.2,65.3,17.45
127,충주,2022-03-17,8.8,71.9,5.69
127,충주,2022-03-18,5.8,70.3,5.71
127,충주,2022-03-19,2.8,85.6,4.17
127,충주,2022-03-20,4.5,71.8,11.17
127,충주,2022-03-21,4.1,60.6,15.53
127,충주,2022-03-22,5.3,54.5,21.1
127,충주,2022-03-23,4.3,63.6,7.28
127,충주,2022-03-24,6.2,68.9,8.18
127,충주,2022-03-25,11.2,66.5,12.32
127,충주,2022-03-26,11.9,82.1,1.69
127,충주,2022-03-27,7.3,55,19.96
127,충주,2022-03-28,6,45.6,23.61
127,충주,2022-03-29,8.4,54.6,22.95
127,충주,2022-03-30,10.5,74.3,12.57
127,충주,2022-03-31,9.7,79.5,9.02
127,충주,2022-04-01,7.5,60,23.75
127,충주,2022-04-02,7,47.9,24.38
127,충주,2022-04-03,7.9,50.8,24.48
127,충주,2022-04-04,8.8,48.6,24.13
127,충주,2022-04-05,9.3,46.6,21.28
127,충주,2022-04-06,11,47.4,23.04
127,충주,2022-04-07,11.1,38.8,21.78
127,충주,2022-04-08,11.3,44.6,24.89
127,충주,2022-04-09,16.7,46.3,21.65
127,충주,2022-04-10,17.4,44.9,24.45
127,충주,2022-04-11,18.6,56.4,24.62
127,충주,2022-04-12,20.8,61.8,22.6
127,충주,2022-04-13,11.5,82.5,1.95
127,충주,2022-04-14,8.8,74.5,4.75
127,충주,2022-04-15,11.5,59.5,24.82
127,충주,2022-04-16,10.5,53.6,25.82
127,충주,2022-04-17,11.8,46.4,26.01
127,충주,2022-04-18,13.4,47.4,17.94
127,충주,2022-04-19,13.5,49.6,25.5
127,충주,2022-04-20,13.5,50.5,26.62
127,충주,2022-04-21,13.1,53,17.52
127,충주,2022-04-22,15.7,66.6,10.17
127,충주,2022-04-23,17,58.4,19.64
127,충주,2022-04-24,18.2,63.3,22.44
127,충주,2022-04-25,19.7,65,16.43
127,충주,2022-04-26,18.2,76.6,14.42
127,충주,2022-04-27,16.3,48.1,26.68
127,충주,2022-04-28,17.1,55.1,22.72
127,충주,2022-04-29,11.5,64.8,15.36
127,충주,2022-04-30,12.6,60.8,14.1
127,충주,2022-05-01,12.5,50.4,26.81
127,충주,2022-05-02,12.9,54.3,20.63
127,충주,2022-05-03,12.7,56.6,27.23
127,충주,2022-05-04,15.6,55.6,27.36
127,충주,2022-05-05,16.7,56,28.84
127,충주,2022-05-06,17.9,64.1,24.92
127,충주,2022-05-07,16.7,63.1,18.06
127,충주,2022-05-08,14.7,52.4,12.36
127,충주,2022-05-09,16.5,52.9,29.07
127,충주,2022-05-10,16.9,44.3,27.63
127,충주,2022-05-11,18.6,50.9,23.17
127,충주,2022-05-12,19.7,60.6,18.56
127,충주,2022-05-13,17.1,77.8,9.5
127,충주,2022-05-14,14,54.8,28.26
127,충주,2022-05-15,13.7,47.6,29.95
127,충주,2022-05-16,14.9,47.4,29.15
127,충주,2022-05-17,17.3,54.4,26.65
127,충주,2022-05-18,19.8,50.3,22.68
127,충주,2022-05-19,18.6,42.1,18.43
127,충주,2022-05-20,18.6,55.5,25.21
127,충주,2022-05-21,20,65.8,25.62
127,충주,2022-05-22,20,69.8,26.34
127,충주,2022-05-23,22,64.8,27.52
127,충주,2022-05-24,22.2,52.9,29.34
