지점,지점명,일시,평균기온(°C),평균 상대습도(%),합계 일사량(MJ/m2)
127,충주,2015-01-01,-7.4,41.3,
127,충주,2015-01-02,-6.1,48.5,
127,충주,2015-01-03,-6.2,63,
127,충주,2015-01-04,.1,74.1,
127,충주,2015-01-05,1,85.9,
127,충주,2015-01-06,-.9,60.5,
127,충주,2015-01-07,-6.2,43,
127,충주,2015-01-08,-6.2,58.9,
127,충주,2015-01-09,-4.1,70.5,
127,충주,2015-01-10,-2,62.4,
127,충주,2015-01-11,-.6,62.6,
127,충주,2015-01-12,-4.6,59.4,
127,충주,2015-01-13,-2.2,68.3,
127,충주,2015-01-14,.2,73,
127,충주,2015-01-15,1.7,66.1,
127,충주,2015-01-16,-.6,81,
127,충주,2015-01-17,-3.7,49.4,
127,충주,2015-01-18,-2.7,66.1,
127,충주,2015-01-19,1.1,64.6,
127,충주,2015-01-20,-1.2,68.1,
127,충주,2015-01-21,1.5,74.9,
127,충주,2015-01-22,2.6,80.8,
127,충주,2015-01-23,-.1,78.8,
127,충주,2015-01-24,1.5,71.3,
127,충주,2015-01-25,2.4,77.3,
127,충주,2015-01-26,3.9,95.1,
127,충주,2015-01-27,-1.2,62.8,
127,충주,2015-01-28,-4.4,63.6,
127,충주,2015-01-29,-.7,77.1,
127,충주,2015-01-30,-1.5,56.8,
127,충주,2015-01-31,-5,52,
127,충주,2015-02-01,-4.2,56.9,
127,충주,2015-02-02,-3,60.6,
127,충주,2015-02-03,-1.5,59.3,
127,충주,2015-02-04,-.9,63.9,
127,충주,2015-02-05,.3,61.5,
127,충주,2015-02-06,.1,59.3,
127,충주,2015-02-07,0,66.9,
127,충주,2015-02-08,-7.3,33.6,
127,충주,2015-02-09,-5.9,53.1,
127,충주,2015-02-10,2.1,61,
127,충주,2015-02-11,3.1,59,
127,충주,2015-02-12,-1.8,39.1,
127,충주,2015-02-13,-2.3,39.4,
127,충주,2015-02-14,-.2,67.3,
127,충주,2015-02-15,4.9,62.8,
127,충주,2015-02-16,4.2,82.5,
127,충주,2015-02-17,2.3,76.4,
127,충주,2015-02-18,1,77.8,
127,충주,2015-02-19,1.6,69.4,
127,충주,2015-02-20,3.4,59.1,
127,충주,2015-02-21,5.8,72.9,
127,충주,2015-02-22,4.4,76.9,
127,충주,2015-02-23,1.5,56.9,
127,충주,2015-02-24,1.4,60.3,
127,충주,2015-02-25,5.1,50.1,
127,충주,2015-02-26,2.2,49.6,
127,충주,2015-02-27,-1.6,36.3,
127,충주,2015-02-28,1.4,50.8,
127,충주,2015-03-01,2.3,61.5,
127,충주,2015-03-02,2.1,47,
127,충주,2015-03-03,3.4,57.5,
127,충주,2015-03-04,-1.5,38,
127,충주,2015-03-05,-1.4,47.6,
127,충주,2015-03-06,2.1,47.9,
127,충주,2015-03-07,3.3,43.8,
127,충주,2015-03-08,6.3,42,
127,충주,2015-03-09,3.5,37.6,
127,충주,2015-03-10,-3,27,
127,충주,2015-03-11,.4,37.9,
127,충주,2015-03-12,1.4,33.6,
127,충주,2015-03-13,4.9,53.1,
127,충주,2015-03-14,3.3,41.8,
127,충주,2015-03-15,4.8,43.9,
127,충주,2015-03-16,7.4,40.5,
127,충주,2015-03-17,9.8,42.6,
127,충주,2015-03-18,8.6,73.6,
127,충주,2015-03-19,12.5,61.1,
127,충주,2015-03-20,12.2,50.6,
127,충주,2015-03-21,10.7,37.5,
127,충주,2015-03-22,8.2,37.6,
127,충주,2015-03-23,3.8,31.9,
127,충주,2015-03-24,4.1,35.3,
127,충주,2015-03-25,5,34.8,
127,충주,2015-03-26,6.8,39.1,
127,충주,2015-03-27,7.7,38.4,
127,충주,2015-03-28,9.9,31.9,
127,충주,2015-03-29,11.3,42.5,
127,충주,2015-03-30,13.4,50.5,
127,충주,2015-03-31,10.9,80.9,
127,충주,2015-04-01,10.8,76.3,
127,충주,2015-04-02,14.3,62.4,
127,충주,2015-04-03,12.4,79.3,
127,충주,2015-04-04,11.7,59.6,
127,충주,2015-04-05,9.8,88.8,
127,충주,2015-04-06,10.4,76.1,
127,충주,2015-04-07,8.2,65.9,
127,충주,2015-04-08,8.8,54.5,
127,충주,2015-04-09,9.2,56.9,
127,충주,2015-04-10,10.5,49.6,
127,충주,2015-04-11,12.3,44.6,
127,충주,2015-04-12,12.9,35.4,
127,충주,2015-04-13,11.5,46.9,
127,충주,2015-04-14,7.8,77.1,
127,충주,2015-04-15,11,64.5,
127,충주,2015-04-16,9.7,69.6,
127,충주,2015-04-17,10.3,45.3,
127,충주,2015-04-18,13.5,38.3,
127,충주,2015-04-19,13.2,87.1,
127,충주,2015-04-20,10.4,80.3,
127,충주,2015-04-21,12.4,61.4,
127,충주,2015-04-22,13.1,51.4,
127,충주,2015-04-23,13.3,44.8,
127,충주,2015-04-24,15.1,38.4,
127,충주,2015-04-25,14.4,36.4,
127,충주,2015-04-26,16.5,44.1,
127,충주,2015-04-27,17.8,40.3,
127,충주,2015-04-28,17.8,47.1,
127,충주,2015-04-29,16.6,76.9,
127,충주,2015-04-30,18.8,64.4,
127,충주,2015-05-01,20.4,64.1,
127,충주,2015-05-02,20.7,67,
127,충주,2015-05-03,19.2,78.1,
127,충주,2015-05-04,16.1,48.4,
127,충주,2015-05-05,12.9,45.4,
127,충주,2015-05-06,13.9,47.8,
127,충주,2015-05-07,15.3,43.8,
127,충주,2015-05-08,16.1,47.1,
127,충주,2015-05-09,18,51.9,
127,충주,2015-05-10,18.3,48.8,
127,충주,2015-05-11,18.4,55.9,
127,충주,2015-05-12,15.3,62.5,
127,충주,2015-05-13,19.6,44.6,
127,충주,2015-05-14,21.7,52.5,
127,충주,2015-05-15,20.5,69.3,
127,충주,2015-05-16,18.4,53.9,
127,충주,2015-05-17,17.2,44.1,
127,충주,2015-05-18,17.6,50.5,
127,충주,2015-05-19,16.5,77.8,
127,충주,2015-05-20,15.3,65.5,
127,충주,2015-05-21,18,51.8,
127,충주,2015-05-22,19.5,40.9,
127,충주,2015-05-23,19.2,43.5,
127,충주,2015-05-24,19.3,42.9,
127,충주,2015-05-25,19.6,44.8,
127,충주,2015-05-26,20.4,44.1,
127,충주,2015-05-27,21.1,38,
127,충주,2015-05-28,23.1,41.1,
127,충주,2015-05-29,23,45.8,
127,충주,2015-05-30,18.8,69,
127,충주,2015-05-31,20.2,58,
127,충주,2015-06-01,21.1,55.3,
127,충주,2015-06-02,23.3,49.1,
127,충주,2015-06-03,20.8,41.6,
