지점,지점명,일시,평균기온(°C),평균 상대습도(%),합계 일사량(MJ/m2)
140,군산,2016-01-01,2.8,84,
140,군산,2016-01-02,8,83.4,
140,군산,2016-01-03,7.5,93,
140,군산,2016-01-04,5.3,73.1,
140,군산,2016-01-05,.5,54.3,
140,군산,2016-01-06,.4,69.6,
140,군산,2016-01-07,.9,71.3,
140,군산,2016-01-08,.1,83.4,
140,군산,2016-01-09,2.6,71.5,
140,군산,2016-01-10,2.7,72,
140,군산,2016-01-11,-.5,64,
140,군산,2016-01-12,-1.9,72.5,
140,군산,2016-01-13,-.2,87.8,
140,군산,2016-01-14,-.6,83.1,
140,군산,2016-01-15,1.3,84.9,
140,군산,2016-01-16,2.2,80.3,
140,군산,2016-01-17,3.3,81.9,
140,군산,2016-01-18,-1.6,86.8,
140,군산,2016-01-19,-6.8,89.9,
140,군산,2016-01-20,-7.2,82.6,
140,군산,2016-01-21,-4.8,76.4,
140,군산,2016-01-22,-5,70.3,
140,군산,2016-01-23,-7.1,80,
140,군산,2016-01-24,-10.9,85.6,
140,군산,2016-01-25,-7.8,85.4,
140,군산,2016-01-26,-1.3,87.8,
140,군산,2016-01-27,-.8,84.4,
140,군산,2016-01-28,.7,76.6,
140,군산,2016-01-29,3,87.1,
140,군산,2016-01-30,2.1,88.8,
140,군산,2016-01-31,-1.3,70.4,
140,군산,2016-02-01,-3.6,68.5,
140,군산,2016-02-02,-3.5,72.6,
140,군산,2016-02-03,-1.3,75.9,
140,군산,2016-02-04,0,73.8,
140,군산,2016-02-05,-.5,67.8,
140,군산,2016-02-06,-1.2,67.8,
140,군산,2016-02-07,-1.8,74.5,
140,군산,2016-02-08,2.9,74.1,
140,군산,2016-02-09,2.6,65.3,
140,군산,2016-02-10,3.5,61.8,
140,군산,2016-02-11,10.3,54.6,
140,군산,2016-02-12,12.6,93.5,
140,군산,2016-02-13,13.4,95.4,
140,군산,2016-02-14,.2,80.4,
140,군산,2016-02-15,-2.4,68.5,
140,군산,2016-02-16,1,80,
140,군산,2016-02-17,1.5,78.6,
140,군산,2016-02-18,4.7,73,
140,군산,2016-02-19,3.9,78.6,
140,군산,2016-02-20,3.1,61.8,
140,군산,2016-02-21,.9,54.4,
140,군산,2016-02-22,2.5,58.8,
140,군산,2016-02-23,3,67.8,
140,군산,2016-02-24,-1.7,61.5,
140,군산,2016-02-25,1.2,67,
140,군산,2016-02-26,3.3,94.6,
140,군산,2016-02-27,6.5,76,
140,군산,2016-02-28,3.8,86.5,
140,군산,2016-02-29,-1.4,69.5,
140,군산,2016-03-01,-.8,66,
140,군산,2016-03-02,3.7,79.3,
140,군산,2016-03-03,8.5,79.5,
140,군산,2016-03-04,11.3,93.1,
140,군산,2016-03-05,13.8,92.3,
140,군산,2016-03-06,8.5,82.4,
140,군산,2016-03-07,8.7,72.8,
140,군산,2016-03-08,5.4,57.1,
140,군산,2016-03-09,2.2,53.3,
140,군산,2016-03-10,.8,52.1,
140,군산,2016-03-11,.5,63.9,
140,군산,2016-03-12,2.4,54.4,
140,군산,2016-03-13,5,60.4,
140,군산,2016-03-14,4.2,76.9,
140,군산,2016-03-15,4.5,70.5,
140,군산,2016-03-16,6.9,56.3,
140,군산,2016-03-17,9.5,62.8,
140,군산,2016-03-18,10.9,94.9,
140,군산,2016-03-19,7.5,92,
140,군산,2016-03-20,6.2,89.8,
140,군산,2016-03-21,6,85.8,
140,군산,2016-03-22,6.2,85.9,
140,군산,2016-03-23,6.9,76.9,
140,군산,2016-03-24,5.7,66,
140,군산,2016-03-25,4.9,80.6,
140,군산,2016-03-26,5,77,
140,군산,2016-03-27,5.7,72.6,
140,군산,2016-03-28,8.3,70,
140,군산,2016-03-29,12.3,70.6,
140,군산,2016-03-30,11.2,77.6,
140,군산,2016-03-31,12.4,60.1,
140,군산,2016-04-01,11.2,68.5,
140,군산,2016-04-02,13,72.8,
140,군산,2016-04-03,13.4,84.8,
140,군산,2016-04-04,11.9,76.4,
140,군산,2016-04-05,10,65.8,
140,군산,2016-04-06,12.2,66.9,
140,군산,2016-04-07,12,91.3,
140,군산,2016-04-08,10.1,91.6,
140,군산,2016-04-09,12.5,79.3,
140,군산,2016-04-10,12.8,90.4,
140,군산,2016-04-11,11.2,85,
140,군산,2016-04-12,14.1,66.6,
140,군산,2016-04-13,14.2,97,
140,군산,2016-04-14,10,97.9,
140,군산,2016-04-15,13.8,77.3,
140,군산,2016-04-16,15.2,86.8,
140,군산,2016-04-17,11.2,87,
140,군산,2016-04-18,12.4,83.8,
140,군산,2016-04-19,11.3,80.9,
140,군산,2016-04-20,13.9,72.1,
140,군산,2016-04-21,12.9,98,
140,군산,2016-04-22,15.2,92.6,
140,군산,2016-04-23,14.4,65.1,
140,군산,2016-04-24,13.8,60.8,
140,군산,2016-04-25,15.2,70.5,
140,군산,2016-04-26,16.3,63,
140,군산,2016-04-27,13.1,97.1,
140,군산,2016-04-28,13.4,86.5,
140,군산,2016-04-29,13,86.6,
140,군산,2016-04-30,16.1,64.4,
140,군산,2016-05-01,19.4,55.1,
140,군산,2016-05-02,19.8,78.6,
140,군산,2016-05-03,15.1,90.3,
140,군산,2016-05-04,14.7,82.3,
140,군산,2016-05-05,18.8,64,
140,군산,2016-05-06,17.6,92,
140,군산,2016-05-07,13.6,86.4,
140,군산,2016-05-08,17,68.4,
140,군산,2016-05-09,16.7,75.4,
140,군산,2016-05-10,13.8,98,
140,군산,2016-05-11,15.4,87.4,
140,군산,2016-05-12,17,88.1,
140,군산,2016-05-13,15.9,89.9,
140,군산,2016-05-14,18.3,78.6,
140,군산,2016-05-15,18,88.1,
140,군산,2016-05-16,14.5,83.9,
140,군산,2016-05-17,17.4,80.3,
140,군산,2016-05-18,19.6,82.3,
140,군산,2016-05-19,20.3,74.6,
140,군산,2016-05-20,20.6,70.6,
140,군산,2016-05-21,22,56.9,
140,군산,2016-05-22,22,52.4,
140,군산,2016-05-23,21.7,69.9,
140,군산,2016-05-24,17.5,94.1,
140,군산,2016-05-25,18.9,88.4,
140,군산,2016-05-26,19.9,86.1,
140,군산,2016-05-27,21.1,74.5,
140,군산,2016-05-28,19.3,79.9,
140,군산,2016-05-29,18.6,86.4,
140,군산,2016-05-30,19.3,90.8,
140,군산,2016-05-31,19.8,85.8,
