지점,지점명,일시,평균기온(°C),평균 상대습도(%),합계 일사량(MJ/m2)
165,목포,2010-01-01,-2.2,74.6,11.18
165,목포,2010-01-02,2.9,80.8,7.61
165,목포,2010-01-03,.7,68.3,11.27
165,목포,2010-01-04,1.7,75.8,2.95
165,목포,2010-01-05,-1.4,80.1,7.73
165,목포,2010-01-06,-1.7,85.1,5.54
165,목포,2010-01-07,-2.1,85.5,10.2
165,목포,2010-01-08,-1.1,77.4,9.9
165,목포,2010-01-09,.5,83.3,5.33
165,목포,2010-01-10,2,83.9,3.57
165,목포,2010-01-11,1.1,79.4,3.05
165,목포,2010-01-12,-1.5,84.4,8.18
165,목포,2010-01-13,-3.9,94.9,2.04
165,목포,2010-01-14,-2.1,86.1,9.95
165,목포,2010-01-15,1,82.1,11.14
165,목포,2010-01-16,-1.4,77.1,13.11
165,목포,2010-01-17,-.1,74.4,12.53
165,목포,2010-01-18,2,75.8,11.94
165,목포,2010-01-19,7.4,78.5,10.49
165,목포,2010-01-20,10.6,98.1,1.16
165,목포,2010-01-21,1,79.8,8.45
165,목포,2010-01-22,-.5,81.5,8.37
165,목포,2010-01-23,-.2,81.5,9.9
165,목포,2010-01-24,1.9,78.5,12.21
165,목포,2010-01-25,1.7,71.6,8.63
165,목포,2010-01-26,.1,69.9,14.4
165,목포,2010-01-27,3.7,88.6,2.76
165,목포,2010-01-28,3.7,81.1,8.83
165,목포,2010-01-29,1.9,69.4,13.16
165,목포,2010-01-30,3.2,76.8,5.78
165,목포,2010-01-31,5.2,77.3,8.8
165,목포,2010-02-01,3,80.9,8.07
165,목포,2010-02-02,-.7,61.4,13.44
165,목포,2010-02-03,-2.8,62.5,14.35
165,목포,2010-02-04,-1.1,69.8,9.65
165,목포,2010-02-05,-.5,72.9,11.34
165,목포,2010-02-06,-.5,57,16.08
165,목포,2010-02-07,3.9,61.6,8.33
165,목포,2010-02-08,7.7,98.4,4.41
165,목포,2010-02-09,7.9,97.1,3.27
165,목포,2010-02-10,4.3,99,1.18
