지점,지점명,일시,평균기온(°C),평균 상대습도(%),합계 일사량(MJ/m2)
165,목포,2014-01-01,6.1,69.1,9.45
165,목포,2014-01-02,4.1,76,8.04
165,목포,2014-01-03,4.9,63.4,7.55
165,목포,2014-01-04,2.7,76.1,10.67
165,목포,2014-01-05,1,73.3,10.32
165,목포,2014-01-06,2,72.6,10.02
165,목포,2014-01-07,4,69.9,6.96
165,목포,2014-01-08,2.7,85.4,2.78
165,목포,2014-01-09,-2.1,60.9,8.96
165,목포,2014-01-10,-1.1,77.6,7.68
165,목포,2014-01-11,1,76.9,8.01
165,목포,2014-01-12,1.5,77,6.32
165,목포,2014-01-13,-1.5,59.6,11.32
165,목포,2014-01-14,-1.6,60.3,11
165,목포,2014-01-15,-.7,69.5,10.71
165,목포,2014-01-16,.3,76.1,9.8
165,목포,2014-01-17,1.9,84.3,9.05
165,목포,2014-01-18,1.3,81.8,5.44
165,목포,2014-01-19,.6,68.5,11.57
165,목포,2014-01-20,3.1,78.8,6.81
165,목포,2014-01-21,-1,84.1,5.38
165,목포,2014-01-22,.1,74.6,10.01
165,목포,2014-01-23,1,71.9,12.62
165,목포,2014-01-24,7.4,81.8,7.73
165,목포,2014-01-25,9.3,88.4,4.21
165,목포,2014-01-26,1.1,74.6,13.06
165,목포,2014-01-27,2.2,77.1,12.94
165,목포,2014-01-28,3,85.8,6.72
165,목포,2014-01-29,4.9,77.1,11.92
165,목포,2014-01-30,6.8,100,1.31
165,목포,2014-01-31,5.9,77.3,11.83
165,목포,2014-02-01,12.4,88.4,8.85
165,목포,2014-02-02,8,100,2.64
165,목포,2014-02-03,1.5,73.4,9.78
165,목포,2014-02-04,-3.1,65.4,13.51
165,목포,2014-02-05,-2.2,50,6.35
165,목포,2014-02-06,.6,76.8,6.6
165,목포,2014-02-07,3.4,79.5,4.23
165,목포,2014-02-08,2.8,94.8,2.25
165,목포,2014-02-09,.3,82.4,5.2
165,목포,2014-02-10,1.1,83.5,7.27
165,목포,2014-02-11,2.7,75.4,13.12
165,목포,2014-02-12,2.5,80.9,11.92
165,목포,2014-02-13,2.6,80.8,8.63
165,목포,2014-02-14,4,67.4,13.07
165,목포,2014-02-15,2.8,74,14.89
165,목포,2014-02-16,4.9,77.8,10.61
165,목포,2014-02-17,5.5,91.1,2.15
165,목포,2014-02-18,4.2,77.6,7.01
165,목포,2014-02-19,3.2,65.4,13.54
165,목포,2014-02-20,2.2,77,12.11
165,목포,2014-02-21,1.8,66.8,16.26
165,목포,2014-02-22,2.6,71.6,14.24
165,목포,2014-02-23,3.8,71.5,13.74
165,목포,2014-02-24,5,75.3,13.84
165,목포,2014-02-25,6.7,73,12.26
165,목포,2014-02-26,8,86.6,3.99
165,목포,2014-02-27,6.8,88,13.34
165,목포,2014-02-28,5.7,90.8,6.59
165,목포,2014-03-01,4.3,96.6,1.57
165,목포,2014-03-02,5.1,72.4,16.82
165,목포,2014-03-03,5.6,60,16.37
165,목포,2014-03-04,6.1,71.1,7.54
165,목포,2014-03-05,3.3,62.9,18.26
165,목포,2014-03-06,2.3,53.5,14.17
165,목포,2014-03-07,2.7,56.9,18.18
165,목포,2014-03-08,2.6,73.6,12.45
165,목포,2014-03-09,3.6,71.9,11.81
165,목포,2014-03-10,2.6,71.3,18.68
165,목포,2014-03-11,5.2,70.1,17.21
165,목포,2014-03-12,8.7,93.9,2.13
165,목포,2014-03-13,4.5,94.5,2.57
165,목포,2014-03-14,4,80.9,11.09
165,목포,2014-03-15,7.8,82.1,17.91
165,목포,2014-03-16,11.8,85.6,17.41
165,목포,2014-03-17,13.3,90.4,8.95
165,목포,2014-03-18,9.2,97.4,7.53
165,목포,2014-03-19,8.6,91.3,7.8
165,목포,2014-03-20,6.5,74.6,16.07
165,목포,2014-03-21,6.2,67.3,18.87
165,목포,2014-03-22,8,79.9,18.25
165,목포,2014-03-23,9.2,73.6,18.89
165,목포,2014-03-24,11.8,72.5,17.48
