지점,지점명,일시,평균기온(°C),평균 상대습도(%),합계 일사량(MJ/m2)
98,동두천,2020-01-01,-3.8,76.6,
98,동두천,2020-01-02,-.6,81.9,
98,동두천,2020-01-03,-2.1,72.8,
98,동두천,2020-01-04,-1.2,69.3,
98,동두천,2020-01-05,-1.3,63.6,
98,동두천,2020-01-06,.5,84.3,
98,동두천,2020-01-07,4.9,98.9,
98,동두천,2020-01-08,2.5,96.4,
98,동두천,2020-01-09,-2.1,80.8,
98,동두천,2020-01-10,-2.4,81.5,
98,동두천,2020-01-11,-1.6,77.8,
98,동두천,2020-01-12,-2,73.4,
98,동두천,2020-01-13,-4.1,66.5,
98,동두천,2020-01-14,-4.5,65,
98,동두천,2020-01-15,-4.8,63.6,
98,동두천,2020-01-16,-3.8,61.1,
98,동두천,2020-01-17,-2.5,64.5,
98,동두천,2020-01-18,-1.2,63.4,
98,동두천,2020-01-19,.1,75.9,
98,동두천,2020-01-20,-1.2,64.3,
98,동두천,2020-01-21,-2.4,56.1,
98,동두천,2020-01-22,1.5,50.3,
98,동두천,2020-01-23,2.8,64.6,
98,동두천,2020-01-24,.7,80.6,
98,동두천,2020-01-25,1.5,81.1,
98,동두천,2020-01-26,4,68.4,
98,동두천,2020-01-27,5.6,54.6,
98,동두천,2020-01-28,6.5,60,
98,동두천,2020-01-29,3.8,68.4,
98,동두천,2020-01-30,2.8,70.8,
98,동두천,2020-01-31,2.8,74.3,
98,동두천,2020-02-01,.9,79.9,
98,동두천,2020-02-02,0,64.6,
98,동두천,2020-02-03,-1.2,47.5,
98,동두천,2020-02-04,-3.6,69.4,
98,동두천,2020-02-05,-9.6,50.5,
98,동두천,2020-02-06,-7.9,57.6,
98,동두천,2020-02-07,-3.1,63,
98,동두천,2020-02-08,-.6,56.6,
98,동두천,2020-02-09,-2,66.3,
98,동두천,2020-02-10,2.1,65.5,
98,동두천,2020-02-11,4.7,53.4,
98,동두천,2020-02-12,6.1,82.1,
98,동두천,2020-02-13,6.3,92.5,
98,동두천,2020-02-14,8.3,77.6,
98,동두천,2020-02-15,8,79.4,
98,동두천,2020-02-16,-1.9,91.1,
98,동두천,2020-02-17,-6.6,76.8,
98,동두천,2020-02-18,-5.1,65.3,
98,동두천,2020-02-19,-.9,74.8,
98,동두천,2020-02-20,2.7,79.5,
98,동두천,2020-02-21,5.1,81.3,
98,동두천,2020-02-22,2.9,73.5,
98,동두천,2020-02-23,1.3,64.1,
98,동두천,2020-02-24,5.7,73,
98,동두천,2020-02-25,5.4,87.3,
98,동두천,2020-02-26,4.4,79.8,
98,동두천,2020-02-27,4.6,68.4,
98,동두천,2020-02-28,2.6,91.4,
98,동두천,2020-02-29,5.8,75.9,
98,동두천,2020-03-01,4.4,85,
98,동두천,2020-03-02,2.5,71.4,
98,동두천,2020-03-03,3.7,71.6,
98,동두천,2020-03-04,1.6,66.6,
98,동두천,2020-03-05,.7,57.5,
98,동두천,2020-03-06,2.1,57,
98,동두천,2020-03-07,5,54.5,
98,동두천,2020-03-08,7.4,58.6,
98,동두천,2020-03-09,9.4,52.3,
98,동두천,2020-03-10,5.7,90.4,
98,동두천,2020-03-11,3.3,54.8,
98,동두천,2020-03-12,6,61.3,
98,동두천,2020-03-13,4.4,43.3,
98,동두천,2020-03-14,3.1,58.4,
98,동두천,2020-03-15,2.9,59.5,
98,동두천,2020-03-16,2.4,56.6,
98,동두천,2020-03-17,5.4,81.8,
98,동두천,2020-03-18,8.8,56.1,
98,동두천,2020-03-19,8.7,50.5,
98,동두천,2020-03-20,7.8,45.8,
98,동두천,2020-03-21,12.2,62.8,
98,동두천,2020-03-22,10.4,46.5,
98,동두천,2020-03-23,9.5,46.4,
98,동두천,2020-03-24,10.1,44.8,
98,동두천,2020-03-25,10.8,46,
98,동두천,2020-03-26,13.3,60.8,
98,동두천,2020-03-27,11.9,61,
98,동두천,2020-03-28,7.2,24.4,
98,동두천,2020-03-29,7.3,39.4,
98,동두천,2020-03-30,8.9,44.6,
98,동두천,2020-03-31,10.6,45.1,
98,동두천,2020-04-01,10.9,45.5,
98,동두천,2020-04-02,8.1,53,
98,동두천,2020-04-03,9.2,57,
98,동두천,2020-04-04,8.7,37.5,
98,동두천,2020-04-05,7.1,30.6,
98,동두천,2020-04-06,8.5,45,
98,동두천,2020-04-07,9.6,64.1,
98,동두천,2020-04-08,8.5,37.4,
98,동두천,2020-04-09,8.5,45.8,
98,동두천,2020-04-10,9.5,55.3,
98,동두천,2020-04-11,9.6,61.4,
98,동두천,2020-04-12,8.3,63.9,
98,동두천,2020-04-13,11.1,38.5,
98,동두천,2020-04-14,12.2,39.9,
98,동두천,2020-04-15,12.3,41.9,
98,동두천,2020-04-16,14.7,45.3,
98,동두천,2020-04-17,10.7,85.5,
98,동두천,2020-04-18,13.1,74.4,
98,동두천,2020-04-19,11.4,81.3,
98,동두천,2020-04-20,9.1,84.4,
98,동두천,2020-04-21,6.4,51.9,
98,동두천,2020-04-22,5.5,47.9,
98,동두천,2020-04-23,7.2,49.5,
98,동두천,2020-04-24,8.9,58.5,
98,동두천,2020-04-25,12.4,57.3,
98,동두천,2020-04-26,11.3,50.9,
98,동두천,2020-04-27,11.6,51,
98,동두천,2020-04-28,12.6,52.9,
98,동두천,2020-04-29,14,53.9,
98,동두천,2020-04-30,15.4,64.6,
98,동두천,2020-05-01,19.4,80.8,
98,동두천,2020-05-02,19.3,90,
98,동두천,2020-05-03,21.5,73.4,
98,동두천,2020-05-04,20.8,69.6,
98,동두천,2020-05-05,15.6,77.1,
98,동두천,2020-05-06,18.3,55.4,
98,동두천,2020-05-07,19.2,40.6,
98,동두천,2020-05-08,18.3,49.4,
98,동두천,2020-05-09,14,98.6,
98,동두천,2020-05-10,14,96,
98,동두천,2020-05-11,15.8,66.4,
98,동두천,2020-05-12,13.2,78.5,
98,동두천,2020-05-13,14.8,57.3,
98,동두천,2020-05-14,17.1,48.6,
98,동두천,2020-05-15,14.8,89.1,
98,동두천,2020-05-16,16.7,95.3,
98,동두천,2020-05-17,18.5,87.9,
98,동두천,2020-05-18,17.6,91.6,
98,동두천,2020-05-19,12.1,82.8,
98,동두천,2020-05-20,12.9,74.3,
98,동두천,2020-05-21,16.1,73,
98,동두천,2020-05-22,17.5,80.6,
98,동두천,2020-05-23,19.1,76.9,
98,동두천,2020-05-24,17,91.8,
98,동두천,2020-05-25,16.7,86.6,
98,동두천,2020-05-26,15.6,89.9,
98,동두천,2020-05-27,16.4,76.8,
98,동두천,2020-05-28,16.7,78,
98,동두천,2020-05-29,19.3,71.1,
