지점,지점명,일시,평균기온(°C),평균 상대습도(%),합계 일사량(MJ/m2)
133,대전,2012-01-01,-1.1,72.6,1.85
133,대전,2012-01-02,-3.6,70,8.11
133,대전,2012-01-03,-2.3,74.6,6.17
133,대전,2012-01-04,-4.6,70.6,8.13
133,대전,2012-01-05,-4.2,65.3,10
133,대전,2012-01-06,-2.6,59.6,9.57
133,대전,2012-01-07,-3.7,56.9,11.64
133,대전,2012-01-08,-2.8,64.6,9.41
133,대전,2012-01-09,-.7,72.3,6.11
133,대전,2012-01-10,.2,54.5,10.3
133,대전,2012-01-11,-3.7,48.4,11.23
133,대전,2012-01-12,-3.3,60.9,11.36
133,대전,2012-01-13,-.7,66.1,6.36
133,대전,2012-01-14,-1.5,47.9,11.59
133,대전,2012-01-15,-1.1,49.3,8.18
133,대전,2012-01-16,1.7,58.5,9.08
133,대전,2012-01-17,3,72.1,5.53
133,대전,2012-01-18,1.8,58.8,9.8
133,대전,2012-01-19,3.6,88.9,2.67
133,대전,2012-01-20,6.1,68.9,4.24
133,대전,2012-01-21,3.5,83.9,3.2
133,대전,2012-01-22,-3.2,48.3,12.62
133,대전,2012-01-23,-7.2,49.9,12.58
133,대전,2012-01-24,-6.1,49.1,12.18
133,대전,2012-01-25,-5.6,57.3,13.4
133,대전,2012-01-26,-3.2,71.9,9.84
133,대전,2012-01-27,.5,79.8,7.87
133,대전,2012-01-28,.2,31.9,12.79
133,대전,2012-01-29,-1.2,28.6,12.24
133,대전,2012-01-30,-3.3,24.3,14
133,대전,2012-01-31,-2.9,67.4,5.11
133,대전,2012-02-01,-7.4,59.4,13.59
133,대전,2012-02-02,-11,59.9,14.39
133,대전,2012-02-03,-7.2,59.6,14.23
133,대전,2012-02-04,-1.5,58.5,10.96
133,대전,2012-02-05,-.7,48.4,11.16
133,대전,2012-02-06,.6,60.1,5.35
133,대전,2012-02-07,-4.8,45.8,15.69
133,대전,2012-02-08,-6.8,55.4,11.07
133,대전,2012-02-09,-2.9,60.8,15.16
133,대전,2012-02-10,-1,56.1,12.03
133,대전,2012-02-11,-2.7,40.4,15.95
133,대전,2012-02-12,-.2,46.6,14.86
133,대전,2012-02-13,2.8,48.4,6.33
133,대전,2012-02-14,3.5,54.9,10.3
133,대전,2012-02-15,1.3,36,13.15
133,대전,2012-02-16,-.5,31.8,16.14
133,대전,2012-02-17,-3.9,43.8,16.36
133,대전,2012-02-18,-5.1,46.5,16.97
133,대전,2012-02-19,-3.4,44.6,17.58
133,대전,2012-02-20,-.9,42.5,16.31
133,대전,2012-02-21,1.4,51.3,7.98
133,대전,2012-02-22,5,62.8,12.21
133,대전,2012-02-23,5.3,63.6,12.14
133,대전,2012-02-24,5,62.4,12.1
133,대전,2012-02-25,1.3,73,5.09
133,대전,2012-02-26,-1.2,46.6,9.59
133,대전,2012-02-27,-.7,39.1,18.61
133,대전,2012-02-28,1.9,53.6,8.12
133,대전,2012-02-29,5.5,52.6,18.36
133,대전,2012-03-01,8.4,38.6,16.43
133,대전,2012-03-02,6.6,71,3.13
133,대전,2012-03-03,7.3,67,15.76
133,대전,2012-03-04,5.7,67.5,3.88
133,대전,2012-03-05,4.9,88,3.49
133,대전,2012-03-06,5,74.3,5.2
133,대전,2012-03-07,4.2,61.1,12.91
133,대전,2012-03-08,2.7,52.8,15.5
133,대전,2012-03-09,4,49.4,16.78
133,대전,2012-03-10,4.3,57.5,14.54
133,대전,2012-03-11,-.1,42.5,19.33
133,대전,2012-03-12,-.5,35.8,21.65
133,대전,2012-03-13,1.9,51.5,18.23
133,대전,2012-03-14,4.4,65.1,16.27
133,대전,2012-03-15,7,38.9,20.9
