瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 惑措嚼档(%),钦拌 老荤樊(MJ/m2)
159,何魂,2020-01-01,1.9,44,12.32
159,何魂,2020-01-02,4.1,53.1,11.17
159,何魂,2020-01-03,5.9,43,12.09
159,何魂,2020-01-04,5.5,34.8,10.85
159,何魂,2020-01-05,7.4,51.1,11.9
159,何魂,2020-01-06,7.8,89.4,1.72
159,何魂,2020-01-07,14.4,96.6,.7
159,何魂,2020-01-08,8.8,63.5,12.12
159,何魂,2020-01-09,5.3,48,10.61
159,何魂,2020-01-10,5.9,40.5,11.99
159,何魂,2020-01-11,5.9,39.5,12.5
159,何魂,2020-01-12,4.6,45.4,12.84
159,何魂,2020-01-13,3.5,47.3,12.4
159,何魂,2020-01-14,2.1,39.8,5.87
159,何魂,2020-01-15,2.4,39.6,13.32
159,何魂,2020-01-16,3.8,31.1,10.67
159,何魂,2020-01-17,6.4,39.6,8.72
159,何魂,2020-01-18,5.3,60.9,7.32
159,何魂,2020-01-19,4.9,40.9,8.89
159,何魂,2020-01-20,5.1,45.6,12.44
159,何魂,2020-01-21,5,47.5,14
159,何魂,2020-01-22,7.7,82.3,1.52
159,何魂,2020-01-23,8.8,97.1,2.34
159,何魂,2020-01-24,10.2,64,12.13
159,何魂,2020-01-25,9.1,66,5.12
159,何魂,2020-01-26,9.5,64,7.48
159,何魂,2020-01-27,6.7,96,.42
159,何魂,2020-01-28,8.9,69.6,10.18
159,何魂,2020-01-29,8.5,59.6,7.33
159,何魂,2020-01-30,7.1,55.3,9.77
159,何魂,2020-01-31,6.3,51.8,12.86
159,何魂,2020-02-01,5.6,50.1,14.67
159,何魂,2020-02-02,7.1,49.9,13.97
159,何魂,2020-02-03,5.6,42.8,14.22
159,何魂,2020-02-04,5.2,34,15.85
159,何魂,2020-02-05,1.8,26,16.68
159,何魂,2020-02-06,1.2,36.4,15.05
159,何魂,2020-02-07,5,41.5,13.52
159,何魂,2020-02-08,4.1,41.3,15.62
159,何魂,2020-02-09,3.8,38.6,16.32
159,何魂,2020-02-10,6.3,47.4,14.86
159,何魂,2020-02-11,9.7,59.6,11.93
159,何魂,2020-02-12,11.7,94.6,.81
159,何魂,2020-02-13,11.4,81.3,16.29
159,何魂,2020-02-14,12.3,73.5,15.83
159,何魂,2020-02-15,12.8,75.4,13.51
159,何魂,2020-02-16,7,65.5,12.79
159,何魂,2020-02-17,.1,42.3,11.79
159,何魂,2020-02-18,1.2,36.8,18.79
159,何魂,2020-02-19,6.1,38.4,17.43
159,何魂,2020-02-20,9.3,45.9,
159,何魂,2020-02-21,11,63.3,17.03
159,何魂,2020-02-22,9.5,44,17.67
159,何魂,2020-02-23,6,40.5,19.49
159,何魂,2020-02-24,10.8,46.9,16.7
159,何魂,2020-02-25,9.7,94.3,.47
159,何魂,2020-02-26,9.5,79.3,9.6
159,何魂,2020-02-27,6.8,66.4,10.89
159,何魂,2020-02-28,6.9,70,2.73
159,何魂,2020-02-29,9.5,72.9,8.61
159,何魂,2020-03-01,10.8,67.3,15.78
159,何魂,2020-03-02,8.5,50.9,18.86
159,何魂,2020-03-03,8.7,63.9,11.58
159,何魂,2020-03-04,7.9,43.1,18.55
159,何魂,2020-03-05,5.1,42.3,21.06
159,何魂,2020-03-06,8.1,46.4,20.32
159,何魂,2020-03-07,8.2,75.6,5.09
159,何魂,2020-03-08,10.4,67.3,20.59
159,何魂,2020-03-09,11,79.5,6.66
159,何魂,2020-03-10,9.9,83.6,
159,何魂,2020-03-11,7.8,37,22.48
159,何魂,2020-03-12,9.5,39.5,22.29
159,何魂,2020-03-13,11.6,48.5,19.23
159,何魂,2020-03-14,8.2,21,23.39
159,何魂,2020-03-15,7.7,39.6,18.02
159,何魂,2020-03-16,6.6,43,22.6
159,何魂,2020-03-17,11.1,48.1,21.48
159,何魂,2020-03-18,12.2,50,23.07
159,何魂,2020-03-19,12.6,55.1,21.04
159,何魂,2020-03-20,10.4,38.8,22.83
159,何魂,2020-03-21,13.7,64.3,20.91
159,何魂,2020-03-22,14.1,67.5,19.02
159,何魂,2020-03-23,12.6,46,23.07
159,何魂,2020-03-24,11.5,52.3,16.35
159,何魂,2020-03-25,13,57.1,22.95
159,何魂,2020-03-26,14.5,83.1,3.46
159,何魂,2020-03-27,13.7,97.6,2.68
159,何魂,2020-03-28,9.4,69.6,8.01
159,何魂,2020-03-29,10.4,58.1,17.73
159,何魂,2020-03-30,11.6,62.9,21.6
159,何魂,2020-03-31,12.9,65.1,24.17
159,何魂,2020-04-01,12.5,60.1,13.11
159,何魂,2020-04-02,11.5,42.8,23.91
159,何魂,2020-04-03,13.8,38.6,24.44
159,何魂,2020-04-04,12.8,43.3,25.08
159,何魂,2020-04-05,9.7,43.4,26.14
159,何魂,2020-04-06,11.7,47.3,24.75
159,何魂,2020-04-07,14.5,39.6,23.49
159,何魂,2020-04-08,13.3,44.9,25.54
159,何魂,2020-04-09,11.8,47.8,24.42
159,何魂,2020-04-10,10,54.8,6.51
159,何魂,2020-04-11,10.5,68.1,11.23
159,何魂,2020-04-12,9,79.4,7.46
159,何魂,2020-04-13,10.1,43.3,16.29
159,何魂,2020-04-14,15.1,32.9,27.26
159,何魂,2020-04-15,14.5,44.6,19.43
159,何魂,2020-04-16,12.9,65.5,22.61
159,何魂,2020-04-17,12.2,88.6,2.53
159,何魂,2020-04-18,13.9,73.4,24.87
159,何魂,2020-04-19,11.8,84.5,6.39
159,何魂,2020-04-20,14,68.5,23.34
159,何魂,2020-04-21,12.2,31.8,26.99
159,何魂,2020-04-22,9.3,33.1,27.26
159,何魂,2020-04-23,10.3,36.9,27.83
159,何魂,2020-04-24,11.1,39.1,28.16
159,何魂,2020-04-25,14.8,60.9,26.44
159,何魂,2020-04-26,14.2,53,27.15
159,何魂,2020-04-27,13.7,52.5,24.45
159,何魂,2020-04-28,14.3,51,27.77
159,何魂,2020-04-29,16.2,42.5,27.45
159,何魂,2020-04-30,16.9,64.9,27.45
159,何魂,2020-05-01,19.5,77,26.87
159,何魂,2020-05-02,18.7,83.1,17.2
159,何魂,2020-05-03,16.8,95.3,3.05
159,何魂,2020-05-04,19,84.8,24.98
159,何魂,2020-05-05,15.9,79.8,15.24
159,何魂,2020-05-06,17.9,65.3,28.54
159,何魂,2020-05-07,16.5,50.4,29.25
159,何魂,2020-05-08,17.4,65.8,23.22
159,何魂,2020-05-09,16.4,91.8,2.08
159,何魂,2020-05-10,17.6,76.4,20.27
159,何魂,2020-05-11,18.8,63.6,29.38
159,何魂,2020-05-12,18.2,58.3,27.04
159,何魂,2020-05-13,17.9,46.3,29.91
159,何魂,2020-05-14,20.1,38.4,25.69
159,何魂,2020-05-15,16.3,86.6,2.93
159,何魂,2020-05-16,18.2,91.4,21.2
159,何魂,2020-05-17,18.2,86,21.53
159,何魂,2020-05-18,17.3,93.6,5.89
159,何魂,2020-05-19,15.6,70.8,18.49
159,何魂,2020-05-20,15.2,67.8,26.99
159,何魂,2020-05-21,14.9,72.1,18.58
159,何魂,2020-05-22,15.4,74.1,21.69
159,何魂,2020-05-23,16.8,77.1,27.93
159,何魂,2020-05-24,19.1,74.5,20.49
159,何魂,2020-05-25,19.4,80.8,16.35
159,何魂,2020-05-26,19,73.1,14.75
159,何魂,2020-05-27,19.4,60.8,29.12
159,何魂,2020-05-28,19.2,67.6,29.4
159,何魂,2020-05-29,19.7,61.5,29.03
159,何魂,2020-05-30,20.2,54.4,17.47
159,何魂,2020-05-31,19.6,78.5,21.12
159,何魂,2020-06-01,22,66.9,25.49
159,何魂,2020-06-02,21.1,50.8,29.95
159,何魂,2020-06-03,21.3,81.3,21.46
