瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 惑措嚼档(%),钦拌 老荤樊(MJ/m2)
159,何魂,2011-01-01,-1.1,39.6,9.85
159,何魂,2011-01-02,3.1,46,10.84
159,何魂,2011-01-03,1.7,60.1,8.64
159,何魂,2011-01-04,1.5,57.9,10.25
159,何魂,2011-01-05,1.7,48.5,7.61
159,何魂,2011-01-06,-.3,40.5,11.28
159,何魂,2011-01-07,-1.3,29.4,12.11
159,何魂,2011-01-08,1.8,24.9,12.22
159,何魂,2011-01-09,.7,41.5,10.1
159,何魂,2011-01-10,-2.6,26.1,12.55
159,何魂,2011-01-11,-.4,33.4,11.37
159,何魂,2011-01-12,-1.2,32.5,12.28
159,何魂,2011-01-13,-1.2,28.3,11.78
159,何魂,2011-01-14,1.7,35.3,10.34
159,何魂,2011-01-15,-3.6,28,10.27
159,何魂,2011-01-16,-6.9,30.5,13.36
159,何魂,2011-01-17,-2.6,25,13.27
159,何魂,2011-01-18,-.8,37.3,9.04
159,何魂,2011-01-19,-.5,42.4,12.05
159,何魂,2011-01-20,-1.6,36.9,8.64
159,何魂,2011-01-21,-.6,22.5,10.64
159,何魂,2011-01-22,.8,36.4,12.19
159,何魂,2011-01-23,3,31.8,8.83
159,何魂,2011-01-24,-.8,42.3,12.97
159,何魂,2011-01-25,-2,38.3,12.92
159,何魂,2011-01-26,-1.5,31.8,13.22
159,何魂,2011-01-27,-1.8,23.8,11.11
159,何魂,2011-01-28,.4,16.9,11.54
159,何魂,2011-01-29,-2.6,25.1,11.86
159,何魂,2011-01-30,-4,32.3,14.49
159,何魂,2011-01-31,-2,34.9,14.39
159,何魂,2011-02-01,3.6,36.6,13.58
159,何魂,2011-02-02,6.2,27,13.47
159,何魂,2011-02-03,7.1,28.8,14.16
159,何魂,2011-02-04,7.5,36,12.11
159,何魂,2011-02-05,7,35.6,13.67
159,何魂,2011-02-06,8.4,42.8,12.72
159,何魂,2011-02-07,7,47.5,12.83
159,何魂,2011-02-08,6.4,82.1,1.39
159,何魂,2011-02-09,5.6,41.3,14.64
159,何魂,2011-02-10,3.2,67.4,4.6
159,何魂,2011-02-11,3.1,70.8,10.58
159,何魂,2011-02-12,.1,35.1,14.4
159,何魂,2011-02-13,1.2,39.6,12.76
159,何魂,2011-02-14,-.8,90.8,1.94
159,何魂,2011-02-15,3.7,61.1,15.87
159,何魂,2011-02-16,6.3,62.9,12.78
159,何魂,2011-02-17,5.3,91.6,1.95
159,何魂,2011-02-18,5.4,61.4,13.23
159,何魂,2011-02-19,6.8,55.9,13.85
159,何魂,2011-02-20,8.5,46.5,15.24
159,何魂,2011-02-21,6.8,56.4,16.2
159,何魂,2011-02-22,8.3,60.8,16.11
159,何魂,2011-02-23,8.8,64.1,11.78
159,何魂,2011-02-24,12.2,57.4,14.91
159,何魂,2011-02-25,10.6,41.8,15.36
159,何魂,2011-02-26,7.7,60.1,14.93
159,何魂,2011-02-27,8.3,91.1,1.05
159,何魂,2011-02-28,6.9,82.3,4.71
159,何魂,2011-03-01,6.2,75,4.21
159,何魂,2011-03-02,3,39,19.99
159,何魂,2011-03-03,1.7,30.4,20.03
159,何魂,2011-03-04,3.5,34,20.46
