瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 惑措嚼档(%),钦拌 老荤樊(MJ/m2)
239,技辆,2022-01-01,-5.1,54.1,
239,技辆,2022-01-02,-1.4,60.9,
239,技辆,2022-01-03,-2.1,65,
239,技辆,2022-01-04,-.4,46.6,
239,技辆,2022-01-05,-2.6,52.8,
239,技辆,2022-01-06,-1.2,50,
239,技辆,2022-01-07,-2,54.3,
239,技辆,2022-01-08,.3,58.4,
239,技辆,2022-01-09,1.8,64.1,
239,技辆,2022-01-10,.1,67.3,
239,技辆,2022-01-11,-4.5,52.9,
239,技辆,2022-01-12,-5.8,50,
239,技辆,2022-01-13,-4.9,53.3,
239,技辆,2022-01-14,-4.5,46,
239,技辆,2022-01-15,-.1,45,
239,技辆,2022-01-16,-.3,52.4,
239,技辆,2022-01-17,-3.5,58.1,
239,技辆,2022-01-18,-4.5,40.3,
239,技辆,2022-01-19,-3.9,64.1,
239,技辆,2022-01-20,-4.4,56.9,
239,技辆,2022-01-21,-2.5,52.8,
239,技辆,2022-01-22,2.5,48.1,
239,技辆,2022-01-23,3.9,49.1,
239,技辆,2022-01-24,3.8,54.1,
239,技辆,2022-01-25,2.5,83.6,
239,技辆,2022-01-26,2,63.1,
239,技辆,2022-01-27,-.2,52.1,
239,技辆,2022-01-28,-1.2,49.3,
239,技辆,2022-01-29,-2.5,47.1,
239,技辆,2022-01-30,-2.7,47,
239,技辆,2022-01-31,-1.1,58.8,
239,技辆,2022-02-01,0,65.3,
239,技辆,2022-02-02,-.9,45.9,
239,技辆,2022-02-03,-2.3,46.1,
239,技辆,2022-02-04,-3.1,55,
239,技辆,2022-02-05,-4.9,58.4,
239,技辆,2022-02-06,-3.1,58.4,
239,技辆,2022-02-07,-2.2,46.4,
239,技辆,2022-02-08,-.5,47.6,
239,技辆,2022-02-09,.9,44.6,
239,技辆,2022-02-10,2.2,39.8,
239,技辆,2022-02-11,2.2,46.1,
239,技辆,2022-02-12,4.1,45,
239,技辆,2022-02-13,4.5,49.4,
239,技辆,2022-02-14,3.5,56.4,
239,技辆,2022-02-15,-3.1,58.8,
239,技辆,2022-02-16,-5.9,57.1,
239,技辆,2022-02-17,-5.8,44.4,
239,技辆,2022-02-18,-1.5,39.4,
239,技辆,2022-02-19,-.3,45.3,
239,技辆,2022-02-20,-3.9,42.4,
239,技辆,2022-02-21,-1.6,53.5,
239,技辆,2022-02-22,-2.9,44.3,
239,技辆,2022-02-23,-4.7,35.5,
239,技辆,2022-02-24,-2.3,45.6,
239,技辆,2022-02-25,2.4,64.9,
239,技辆,2022-02-26,6.1,65.6,
239,技辆,2022-02-27,4.3,44.1,
239,技辆,2022-02-28,6,45.3,
239,技辆,2022-03-01,5.7,68,
239,技辆,2022-03-02,2.5,58,
239,技辆,2022-03-03,5.4,52.5,
239,技辆,2022-03-04,8,49,
239,技辆,2022-03-05,3.2,36.1,
239,技辆,2022-03-06,1.8,30.8,
