瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 惑措嚼档(%),钦拌 老荤樊(MJ/m2)
239,技辆,2024-01-01,3.4,84.4,6.9
239,技辆,2024-01-02,3.7,79.8,3.21
239,技辆,2024-01-03,2.1,83.4,4.42
239,技辆,2024-01-04,.9,80.6,9.99
239,技辆,2024-01-05,4.8,80.1,4.65
239,技辆,2024-01-06,1.3,71.8,11.54
239,技辆,2024-01-07,-2.3,58.6,9.7
239,技辆,2024-01-08,-3.9,58.8,11.73
239,技辆,2024-01-09,0,77.1,4.92
239,技辆,2024-01-10,-1.2,88.8,2.23
239,技辆,2024-01-11,.3,84.4,5.25
239,技辆,2024-01-12,2.4,62,10.94
239,技辆,2024-01-13,-.1,63.9,11.38
239,技辆,2024-01-14,1.2,81.9,6.01
239,技辆,2024-01-15,-2,52.1,12.11
239,技辆,2024-01-16,-1.9,59.8,10.71
239,技辆,2024-01-17,.6,84.8,1.91
239,技辆,2024-01-18,4.6,89.5,4.54
239,技辆,2024-01-19,6.2,68.1,7.52
239,技辆,2024-01-20,4.4,83.8,1.3
239,技辆,2024-01-21,2.9,80.4,5.81
239,技辆,2024-01-22,-5.4,69.1,9
239,技辆,2024-01-23,-8.9,71.1,10.14
239,技辆,2024-01-24,-6.6,65.6,12.61
239,技辆,2024-01-25,-4.6,59,13.08
239,技辆,2024-01-26,-2.3,74.1,6.86
239,技辆,2024-01-27,-.3,69.3,13.34
239,技辆,2024-01-28,-.6,69.1,7.99
239,技辆,2024-01-29,-1.2,70.1,13.15
239,技辆,2024-01-30,.9,64.9,13.58
239,技辆,2024-01-31,5.3,51.6,10.52
239,技辆,2024-02-01,3.4,69.1,5.45
239,技辆,2024-02-02,2.5,71.4,11.43
239,技辆,2024-02-03,4,78.1,5.29
239,技辆,2024-02-04,5.9,80.1,7.21
239,技辆,2024-02-05,3.4,92.4,3.44
239,技辆,2024-02-06,1.6,90.1,3.38
239,技辆,2024-02-07,.6,68.1,8.13
239,技辆,2024-02-08,.4,74,14.92
239,技辆,2024-02-09,.7,71,15.07
239,技辆,2024-02-10,.7,73.5,9.67
239,技辆,2024-02-11,.4,74.1,9.38
239,技辆,2024-02-12,3.3,62.8,15.92
239,技辆,2024-02-13,8.5,64.1,13.64
239,技辆,2024-02-14,13.1,76.3,7.34
239,技辆,2024-02-15,5.9,82.5,1.84
239,技辆,2024-02-16,2.6,67.5,15.3
239,技辆,2024-02-17,4.9,69,16.19
239,技辆,2024-02-18,5.2,90,3.49
239,技辆,2024-02-19,10.1,97.3,1.79
239,技辆,2024-02-20,5.2,90.3,2.22
239,技辆,2024-02-21,4,92.8,1.8
239,技辆,2024-02-22,1.8,88.9,3.7
239,技辆,2024-02-23,3.2,71.9,14.37
239,技辆,2024-02-24,3.2,68.4,8.14
239,技辆,2024-02-25,2.4,89.6,4.55
239,技辆,2024-02-26,3.4,73.6,17.14
239,技辆,2024-02-27,5.1,56.4,14.46
239,技辆,2024-02-28,6.5,56.5,11.08
239,技辆,2024-02-29,5.3,67.1,4.37
239,技辆,2024-03-01,-2.4,44.3,18.41
239,技辆,2024-03-02,-.8,58.5,17.66
239,技辆,2024-03-03,5.2,75.8,14.78
239,技辆,2024-03-04,6.5,69.4,11.13
239,技辆,2024-03-05,6.2,83.4,2.15
239,技辆,2024-03-06,7.1,62.9,13.28
239,技辆,2024-03-07,4.7,58.8,15.09
239,技辆,2024-03-08,2.6,51.5,20.16
239,技辆,2024-03-09,1.9,49.1,21.09
239,技辆,2024-03-10,4,51.8,20.98
239,技辆,2024-03-11,6.3,63,10.55
239,技辆,2024-03-12,5.8,79.5,5.78
239,技辆,2024-03-13,6.1,59.1,20.11
239,技辆,2024-03-14,7.4,63.8,20.02
239,技辆,2024-03-15,8.7,59.4,20.04
239,技辆,2024-03-16,11,49.3,18.45
239,技辆,2024-03-17,9.1,54.6,14.92
239,技辆,2024-03-18,7.7,36,21.08
239,技辆,2024-03-19,6.9,58.1,9.24
239,技辆,2024-03-20,4.4,48.4,20.16
239,技辆,2024-03-21,4.7,56.8,21.13
239,技辆,2024-03-22,9.9,61.6,13.89
239,技辆,2024-03-23,14.5,59.3,20.84
239,技辆,2024-03-24,14.3,47.3,11.93
239,技辆,2024-03-25,9.9,75.3,4.8
239,技辆,2024-03-26,6.6,83.5,12.67
239,技辆,2024-03-27,9.8,71.9,18.34
239,技辆,2024-03-28,9.1,92.5,2.71
239,技辆,2024-03-29,8.8,81,7.8
239,技辆,2024-03-30,9.1,76.3,12.88
239,技辆,2024-03-31,10.6,49.3,20.89
239,技辆,2024-04-01,12.6,42.3,22.89
239,技辆,2024-04-02,15.5,52.1,18.51
239,技辆,2024-04-03,13.7,91.4,3.7
239,技辆,2024-04-04,14.1,71.3,10.71
239,技辆,2024-04-05,13,63.8,14.82
239,技辆,2024-04-06,12.8,59.3,14.49
239,技辆,2024-04-07,15.4,45.5,23.39
239,技辆,2024-04-08,16,43.8,15.18
239,技辆,2024-04-09,15.4,47.9,23.68
239,技辆,2024-04-10,14.4,56,18.85
239,技辆,2024-04-11,15.8,63.4,18.03
239,技辆,2024-04-12,17,59.3,22.8
239,技辆,2024-04-13,18.4,51.5,24.61
239,技辆,2024-04-14,19.7,50,22.27
239,技辆,2024-04-15,16,82.8,3.54
239,技辆,2024-04-16,14,75.5,18.71
239,技辆,2024-04-17,14.6,62.4,22.84
239,技辆,2024-04-18,16.7,51.8,24.69
239,技辆,2024-04-19,17.4,54,23.88
239,技辆,2024-04-20,13.7,86.1,3.31
239,技辆,2024-04-21,16,79.6,5.11
239,技辆,2024-04-22,17.6,57.1,18.96
239,技辆,2024-04-23,16.9,56.4,19.84
239,技辆,2024-04-24,13.3,81.3,12.64
239,技辆,2024-04-25,14.8,70.4,22.43
239,技辆,2024-04-26,17.4,67.4,22.55
239,技辆,2024-04-27,18.1,53.6,27.34
239,技辆,2024-04-28,19,56.9,23.06
239,技辆,2024-04-29,17.3,71.4,7.51
239,技辆,2024-04-30,16.2,77,11.53
239,技辆,2024-05-01,16.5,52.8,24.49
239,技辆,2024-05-02,16.6,56.1,25.74
239,技辆,2024-05-03,17.9,50.6,27.98
239,技辆,2024-05-04,20.2,54.3,27.39
239,技辆,2024-05-05,17.8,91.3,2.62
239,技辆,2024-05-06,14.1,92.3,5.15
239,技辆,2024-05-07,13.2,91.4,4.15
239,技辆,2024-05-08,14.5,65.8,27.44
239,技辆,2024-05-09,15.2,64.6,27.14
239,技辆,2024-05-10,17.1,56.6,27.73
239,技辆,2024-05-11,18.2,74.9,16.37
239,技辆,2024-05-12,15.9,66.1,26.36
239,技辆,2024-05-13,17.1,56.6,29.43
239,技辆,2024-05-14,17.6,58.3,28.81
239,技辆,2024-05-15,12.6,78.8,18.18
239,技辆,2024-05-16,13.8,68.1,29.33
239,技辆,2024-05-17,18.4,60.4,26.26
239,技辆,2024-05-18,19.7,62.4,28.4
239,技辆,2024-05-19,20.8,59.6,28.66
239,技辆,2024-05-20,18.7,73.9,19.7
239,技辆,2024-05-21,20.1,73.4,21.8
239,技辆,2024-05-22,20.6,75.4,24.81
239,技辆,2024-05-23,21.1,70.1,27.17
239,技辆,2024-05-24,20.1,77.3,23.23
239,技辆,2024-05-25,20,55.9,14.97
239,技辆,2024-05-26,20,76.3,18.03
239,技辆,2024-05-27,17.9,63.5,24.35
239,技辆,2024-05-28,18.5,64,27.06
239,技辆,2024-05-29,20.2,60.9,28.21
239,技辆,2024-05-30,20.4,66.3,13.82
239,技辆,2024-05-31,20.8,53.6,30.14
239,技辆,2024-06-01,19.5,64.5,24.72
239,技辆,2024-06-02,19.5,58.5,29.3
239,技辆,2024-06-03,20.4,59.5,26.62
239,技辆,2024-06-04,21.2,54,30.49
239,技辆,2024-06-05,21.7,67.4,24.85
239,技辆,2024-06-06,21.9,63.6,24.34
239,技辆,2024-06-07,22,62.9,21.41
239,技辆,2024-06-08,20.5,85.1,11.66
239,技辆,2024-06-09,23.3,71.3,25.35
239,技辆,2024-06-10,23.7,67,26.8
239,技辆,2024-06-11,24.5,64.5,27.93
239,技辆,2024-06-12,24.3,56.5,29.65
239,技辆,2024-06-13,24.8,52.6,29.11
239,技辆,2024-06-14,25.2,58.8,24.27
239,技辆,2024-06-15,23.5,76.4,16.26
239,技辆,2024-06-16,23.4,63,27.43
239,技辆,2024-06-17,22.5,64.1,21.16
239,技辆,2024-06-18,24.6,59.8,29.42
239,技辆,2024-06-19,26.3,55.9,27.54
239,技辆,2024-06-20,25,53.4,19.39
239,技辆,2024-06-21,25.7,58.5,25.17
239,技辆,2024-06-22,22.9,91.1,2.84
239,技辆,2024-06-23,24.3,84.9,14.32
239,技辆,2024-06-24,24.3,72.3,23.33
239,技辆,2024-06-25,21.8,69,21.82
239,技辆,2024-06-26,23.6,65.8,26.28
239,技辆,2024-06-27,23.1,66.9,16.2
239,技辆,2024-06-28,24.8,61.9,29.07
239,技辆,2024-06-29,24.9,78.8,13.56
239,技辆,2024-06-30,24.5,87.3,9.29
239,技辆,2024-07-01,26,75.5,25.07
239,技辆,2024-07-02,23.6,92.4,2.87
239,技辆,2024-07-03,25.2,80.5,20.17
239,技辆,2024-07-04,27.3,73.1,26.94
239,技辆,2024-07-05,25.3,74.5,21.88
239,技辆,2024-07-06,26.9,79,12.44
239,技辆,2024-07-07,24.6,93.8,3.82
239,技辆,2024-07-08,24,95.9,3.5
239,技辆,2024-07-09,23.1,95,4.67
239,技辆,2024-07-10,23.6,90.1,15.86
239,技辆,2024-07-11,23.9,87.9,9.79
239,技辆,2024-07-12,25.4,80,20.74
239,技辆,2024-07-13,26,79.6,19.43
239,技辆,2024-07-14,25.9,78.6,17.58
239,技辆,2024-07-15,26.8,75.4,18.81
239,技辆,2024-07-16,24.3,91.3,5.73
239,技辆,2024-07-17,26.6,82.4,12.37
239,技辆,2024-07-18,25.6,85.9,3.01
239,技辆,2024-07-19,25.3,87.6,15.28
239,技辆,2024-07-20,26.1,86.3,13.4
239,技辆,2024-07-21,27.2,82.8,18.81
239,技辆,2024-07-22,28.6,74.9,16.41
239,技辆,2024-07-23,26.3,89.8,5.06
239,技辆,2024-07-24,27.7,85.1,19.26
239,技辆,2024-07-25,27.9,82.6,22.39
239,技辆,2024-07-26,28.2,84.4,18.57
239,技辆,2024-07-27,28,86.9,15.62
239,技辆,2024-07-28,29,75.4,23.88
239,技辆,2024-07-29,27.6,79.4,18.15
239,技辆,2024-07-30,28,78.6,20.59
239,技辆,2024-07-31,29,78.4,22.21
239,技辆,2024-08-01,29.2,79.1,21.06
239,技辆,2024-08-02,29.6,80.3,21.15
239,技辆,2024-08-03,30,77.1,23.07
239,技辆,2024-08-04,29.6,76,23.79
239,技辆,2024-08-05,27.8,82.1,17.35
239,技辆,2024-08-06,28.2,80,22.91
239,技辆,2024-08-07,29,78.5,20.99
239,技辆,2024-08-08,26.8,87.4,10.46
239,技辆,2024-08-09,28,76.5,19.65
239,技辆,2024-08-10,28.5,79.3,20.43
239,技辆,2024-08-11,29.5,73.3,24.73
239,技辆,2024-08-12,29.4,77,18.29
239,技辆,2024-08-13,28.8,74.9,24.38
239,技辆,2024-08-14,28.8,72.3,25.36
239,技辆,2024-08-15,28.5,73.4,22.4
239,技辆,2024-08-16,28.7,72.1,23.06
239,技辆,2024-08-17,28.7,73.4,21.1
239,技辆,2024-08-18,28.5,74.9,23.52
239,技辆,2024-08-19,29.3,72.9,24.93
239,技辆,2024-08-20,29.3,80.5,18.67
239,技辆,2024-08-21,27.5,90.1,8.6
239,技辆,2024-08-22,27.1,88.5,11.16
239,技辆,2024-08-23,27,85.6,18.59
239,技辆,2024-08-24,27.3,84.5,15.74
239,技辆,2024-08-25,26.9,85.3,15.56
239,技辆,2024-08-26,26.6,87.4,13.25
239,技辆,2024-08-27,25.8,84.5,5.99
239,技辆,2024-08-28,26.8,68.8,22.97
239,技辆,2024-08-29,27.7,65.9,24.06
239,技辆,2024-08-30,26.8,70.4,21.18
239,技辆,2024-08-31,25.9,75.4,22.65
239,技辆,2024-09-01,26.2,76.5,20.31
239,技辆,2024-09-02,24,83.9,7.25
239,技辆,2024-09-03,27,63.4,20.33
239,技辆,2024-09-04,26.1,63.6,22.85
239,技辆,2024-09-05,26.2,77.6,17.42
239,技辆,2024-09-06,24.9,88.4,5.12
239,技辆,2024-09-07,26,80.5,16.77
239,技辆,2024-09-08,26,76.8,22.31
239,技辆,2024-09-09,28.3,73.1,18.37
239,技辆,2024-09-10,28.8,68.6,20.21
239,技辆,2024-09-11,27.4,81.4,13.4
239,技辆,2024-09-12,26,91.6,7.61
239,技辆,2024-09-13,27.4,82.3,17.39
239,技辆,2024-09-14,27.9,81.5,19.81
239,技辆,2024-09-15,29.2,71.6,21.29
239,技辆,2024-09-16,27.8,71.6,14.08
239,技辆,2024-09-17,29.3,74.6,19.52
239,技辆,2024-09-18,27.6,83.6,14.89
239,技辆,2024-09-19,28.1,81.5,16.92
239,技辆,2024-09-20,25.4,95.5,2.65
239,技辆,2024-09-21,20.3,95.5,2.06
239,技辆,2024-09-22,21.1,76.9,15.92
239,技辆,2024-09-23,20.9,62.5,20.99
239,技辆,2024-09-24,20.4,66.4,20.65
239,技辆,2024-09-25,22.6,77,15.59
239,技辆,2024-09-26,23.3,78.9,16.36
239,技辆,2024-09-27,22.3,75.9,18.44
239,技辆,2024-09-28,22.9,72,17.01
239,技辆,2024-09-29,22.7,66,15.94
239,技辆,2024-09-30,20.9,67.5,18.64
