瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 惑措嚼档(%),钦拌 老荤樊(MJ/m2)
239,技辆,2021-01-01,-5.5,86.8,
239,技辆,2021-01-02,-4.5,64.8,
239,技辆,2021-01-03,-4.6,59.1,
239,技辆,2021-01-04,-3.4,60.9,
239,技辆,2021-01-05,-3.7,55.1,
239,技辆,2021-01-06,-6.3,64.6,
239,技辆,2021-01-07,-12,52.8,
239,技辆,2021-01-08,-14.3,54,
239,技辆,2021-01-09,-12.5,61.8,
239,技辆,2021-01-10,-9,59.8,
239,技辆,2021-01-11,-6.9,67.1,
239,技辆,2021-01-12,-2.4,75.4,
239,技辆,2021-01-13,2.6,79.4,
239,技辆,2021-01-14,2.7,49.6,
239,技辆,2021-01-15,5.3,64,
239,技辆,2021-01-16,-2,54.9,
239,技辆,2021-01-17,-3.7,57.6,
239,技辆,2021-01-18,-2.4,70,
239,技辆,2021-01-19,-5.6,43.6,
239,技辆,2021-01-20,-1.3,49.9,
239,技辆,2021-01-21,3.8,67.9,
239,技辆,2021-01-22,6.1,94,
239,技辆,2021-01-23,8.1,72.3,
239,技辆,2021-01-24,7.4,60.4,
239,技辆,2021-01-25,7.8,58.5,
239,技辆,2021-01-26,5.2,82.4,
239,技辆,2021-01-27,2.5,45,
239,技辆,2021-01-28,-2.4,57.5,
239,技辆,2021-01-29,-6.7,49.8,
239,技辆,2021-01-30,-.3,54,
239,技辆,2021-01-31,3.8,59.4,
239,技辆,2021-02-01,6.2,77.6,
239,技辆,2021-02-02,-3.4,43.5,
239,技辆,2021-02-03,-2.4,56.5,
239,技辆,2021-02-04,-1.5,47.6,
239,技辆,2021-02-05,.3,52.9,
239,技辆,2021-02-06,5.5,66.1,
239,技辆,2021-02-07,4.9,61.5,
239,技辆,2021-02-08,-2.2,42,
239,技辆,2021-02-09,-.9,49.8,
239,技辆,2021-02-10,1.8,65.5,
239,技辆,2021-02-11,4.7,62.9,
239,技辆,2021-02-12,6.4,52.1,
