瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 惑措嚼档(%),钦拌 老荤樊(MJ/m2)
239,技辆,2019-06-01,17.4,69.9,
239,技辆,2019-06-02,21,53.5,
239,技辆,2019-06-03,22.2,47,
239,技辆,2019-06-04,23.1,53.9,
239,技辆,2019-06-05,22.7,67.3,
239,技辆,2019-06-06,20.5,78.8,
239,技辆,2019-06-07,18.4,88.6,
239,技辆,2019-06-08,20.8,72.9,
239,技辆,2019-06-09,21.4,72.3,
239,技辆,2019-06-10,18.3,70.9,
239,技辆,2019-06-11,20,64.3,
239,技辆,2019-06-12,20.4,66.4,
239,技辆,2019-06-13,22.5,58.9,
239,技辆,2019-06-14,21.1,68.4,
239,技辆,2019-06-15,20.9,66,
239,技辆,2019-06-16,20.6,68.9,
239,技辆,2019-06-17,21.2,64,
239,技辆,2019-06-18,20.7,73.8,
239,技辆,2019-06-19,21.8,74.1,
239,技辆,2019-06-20,22.6,70,
239,技辆,2019-06-21,22.8,65.8,
239,技辆,2019-06-22,23.1,67.6,
239,技辆,2019-06-23,23.7,54.3,
239,技辆,2019-06-24,23.5,58.4,
239,技辆,2019-06-25,24.9,55.1,
239,技辆,2019-06-26,21.3,76.3,
239,技辆,2019-06-27,24.3,79.6,
239,技辆,2019-06-28,24.3,73.5,
239,技辆,2019-06-29,21.6,92.1,
239,技辆,2019-06-30,23.2,82.9,
239,技辆,2019-07-01,23.2,75.3,
239,技辆,2019-07-02,22.9,71.3,
239,技辆,2019-07-03,23,77.4,
239,技辆,2019-07-04,24.7,64.9,
239,技辆,2019-07-05,26.7,54.9,
239,技辆,2019-07-06,26.9,50.5,
239,技辆,2019-07-07,25.3,53.4,
239,技辆,2019-07-08,24.4,56,
239,技辆,2019-07-09,24.1,56.8,
239,技辆,2019-07-10,21.3,78.5,
239,技辆,2019-07-11,21.1,92.6,
239,技辆,2019-07-12,23,76.1,
239,技辆,2019-07-13,23.3,79.9,
239,技辆,2019-07-14,24.5,77.4,
239,技辆,2019-07-15,23.4,85.8,
239,技辆,2019-07-16,24.1,81.1,
239,技辆,2019-07-17,25.4,80.4,
239,技辆,2019-07-18,25,82.3,
239,技辆,2019-07-19,26.5,77.9,
239,技辆,2019-07-20,25.4,88,
239,技辆,2019-07-21,24.7,91.4,
239,技辆,2019-07-22,27.7,78.4,
239,技辆,2019-07-23,27.9,79.3,
239,技辆,2019-07-24,26.7,83.3,
239,技辆,2019-07-25,25.6,97.5,
239,技辆,2019-07-26,26.4,92.8,
239,技辆,2019-07-27,27.2,89.8,
239,技辆,2019-07-28,26.3,92.8,
239,技辆,2019-07-29,28,75.8,
239,技辆,2019-07-30,28.5,76,
239,技辆,2019-07-31,28.4,76,
239,技辆,2019-08-01,28.4,79.1,
239,技辆,2019-08-02,28.9,73.8,
239,技辆,2019-08-03,27.6,84.9,
239,技辆,2019-08-04,28.8,78.4,
239,技辆,2019-08-05,29.6,77.1,
239,技辆,2019-08-06,29.4,64.3,
239,技辆,2019-08-07,27.8,82.5,
239,技辆,2019-08-08,26.6,89.5,
239,技辆,2019-08-09,28.5,82.8,
239,技辆,2019-08-10,29.5,70.4,
239,技辆,2019-08-11,29.6,61.8,
239,技辆,2019-08-12,27.2,90.1,
239,技辆,2019-08-13,28.5,83.8,
239,技辆,2019-08-14,29.5,70.6,
239,技辆,2019-08-15,25.1,91.5,
239,技辆,2019-08-16,26.2,81.4,
239,技辆,2019-08-17,25.2,83.4,
239,技辆,2019-08-18,23.9,76.6,
239,技辆,2019-08-19,25.4,74.3,
239,技辆,2019-08-20,26.8,70.8,
