지점,지점명,일시,평균기온(°C),일강수량(mm),평균 상대습도(%),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm)
90,속초,2017-01-01,6,,50,,,,,,
90,속초,2017-01-02,8.2,,50.3,,,,,,
90,속초,2017-01-03,6.2,,35.5,,,,,,
90,속초,2017-01-04,5.6,,46.4,,,,,,
90,속초,2017-01-05,2.8,15.5,88.1,,,,,,
90,속초,2017-01-06,4.5,0,80.9,,,,,,
90,속초,2017-01-07,6.5,.5,65.5,,,,,,
90,속초,2017-01-08,5,13.5,91.5,,,,,,
90,속초,2017-01-09,5.7,0,49.4,,,,,,
90,속초,2017-01-10,.4,,27.4,,,,,,
90,속초,2017-01-11,-1.2,,24.1,,,,,,
90,속초,2017-01-12,.8,,28.9,,,,,,
90,속초,2017-01-13,-2.7,,30,,,,,,
90,속초,2017-01-14,-6.2,,25.6,,,,,,
90,속초,2017-01-15,-2.1,,25.4,,,,,,
90,속초,2017-01-16,-.5,,46.8,,,,,,
90,속초,2017-01-17,1.5,,37.3,,,,,,
90,속초,2017-01-18,1.9,,44.6,,,,,,
90,속초,2017-01-19,1.3,,56.4,,,,,,
90,속초,2017-01-20,-2,29.3,83,,,,,,
90,속초,2017-01-21,-3.6,0,66.6,,,,,,
90,속초,2017-01-22,-5.3,0,46.6,,,,,,
90,속초,2017-01-23,-6.1,,41.9,,,,,,
90,속초,2017-01-24,-4.2,,37.8,,,,,,
90,속초,2017-01-25,-2.1,,35.8,,,,,,
90,속초,2017-01-26,2.2,,40.4,,,,,,
90,속초,2017-01-27,2.3,0,35.4,,,,,,
90,속초,2017-01-28,1.9,,41,,,,,,
90,속초,2017-01-29,3,6.8,73.3,,,,,,
90,속초,2017-01-30,-1.3,16.8,81.3,,,,,,
90,속초,2017-01-31,-2.6,,56,,,,,,
90,속초,2017-02-01,0,,35.1,,,,,,
90,속초,2017-02-02,2.3,,26.9,,,,,,
90,속초,2017-02-03,4.1,,38.8,,,,,,
90,속초,2017-02-04,6,,37.4,,,,,,
90,속초,2017-02-05,4.9,0,57.5,,,,,,
90,속초,2017-02-06,1.6,,45.5,,,,,,
90,속초,2017-02-07,1.5,,43.3,,,,,,
90,속초,2017-02-08,2.6,,50,,,,,,
90,속초,2017-02-09,-1.5,,40.6,,,,,,
90,속초,2017-02-10,-4.3,,37.8,,,,,,
90,속초,2017-02-11,-2.2,,35.3,,,,,,
90,속초,2017-02-12,.6,,41.3,,,,,,
90,속초,2017-02-13,2.4,,33.5,,,,,,
90,속초,2017-02-14,2.3,,50.9,,,,,,
90,속초,2017-02-15,6.5,,36.9,,,,,,
90,속초,2017-02-16,11.2,,34.8,,,,,,
90,속초,2017-02-17,6.4,0,58.9,,,,,,
90,속초,2017-02-18,1.5,0,31.5,,,,,,
90,속초,2017-02-19,4.5,,47.3,,,,,,
90,속초,2017-02-20,2.9,0,53.1,,,,,,
90,속초,2017-02-21,1.1,,51.8,,,,,,
90,속초,2017-02-22,3.5,3.2,75.9,,,,,,
90,속초,2017-02-23,2.5,,51.6,,,,,,
90,속초,2017-02-24,1.7,,36.8,,,,,,
90,속초,2017-02-25,4.9,,37.4,,,,,,
90,속초,2017-02-26,3.9,,49.6,,,,,,
90,속초,2017-02-27,5.1,0,58.1,,,,,,
90,속초,2017-02-28,8.7,,39.1,,,,,,
90,속초,2017-03-01,8,.2,60.8,,,,,,
90,속초,2017-03-02,3.2,7.9,84.6,,,,,,
90,속초,2017-03-03,7.2,,38.6,,,,,,
90,속초,2017-03-04,6.5,0,60.9,,,,,,
90,속초,2017-03-05,6,1.7,78.4,,,,,,
90,속초,2017-03-06,2.1,6.5,59.6,,,,,,
90,속초,2017-03-07,1.1,,29.6,,,,,,
90,속초,2017-03-08,2.2,,38.6,,,,,,
90,속초,2017-03-09,5.6,0,36.3,,,,,,
90,속초,2017-03-10,6.1,,38.4,,,,,,
90,속초,2017-03-11,8.6,,40.6,,,,,,
90,속초,2017-03-12,11.6,,39.4,,,,,,
90,속초,2017-03-13,6.4,,51.1,,,,,,
90,속초,2017-03-14,3.2,8.3,75.5,,,,,,
90,속초,2017-03-15,5,,55.3,,,,,,
90,속초,2017-03-16,6.2,,65.4,,,,,,
90,속초,2017-03-17,8,,47.9,,,,,,
90,속초,2017-03-18,12.5,,34.9,,,,,,
90,속초,2017-03-19,10.2,,49,,,,,,
90,속초,2017-03-20,11.3,,49.5,,,,,,
90,속초,2017-03-21,6.4,4.8,67.4,,,,,,
90,속초,2017-03-22,8.2,,47.9,,,,,,
90,속초,2017-03-23,6.9,.9,63.6,,,,,,
90,속초,2017-03-24,6.5,,69.6,,,,,,
90,속초,2017-03-25,6.2,4.7,81.8,,,,,,
90,속초,2017-03-26,7,.6,77.9,,,,,,
90,속초,2017-03-27,6.7,1.3,70.1,,,,,,
90,속초,2017-03-28,9,,51,,,,,,
90,속초,2017-03-29,11.1,,44.6,,,,,,
90,속초,2017-03-30,12.5,,52,,,,,,
90,속초,2017-03-31,6.7,11.8,90,,,,,,
90,속초,2017-04-01,5.9,11.2,88,,,,,,
90,속초,2017-04-02,10,.1,56.9,,,,,,
90,속초,2017-04-03,17.3,,30.1,,,,,,
90,속초,2017-04-04,15.9,,46.3,,,,,,
90,속초,2017-04-05,13.8,4.5,60.6,,,,,,
90,속초,2017-04-06,14.1,1.2,77.9,,,,,,
90,속초,2017-04-07,13.6,,78.1,,,,,,
90,속초,2017-04-08,14.7,0,82,,,,,,
90,속초,2017-04-09,11.4,5.6,65.6,,,,,,
90,속초,2017-04-10,10.9,,60.3,,,,,,
90,속초,2017-04-11,10.9,0,79.8,,,,,,
90,속초,2017-04-12,12.5,.2,45.6,,,,,,
90,속초,2017-04-13,14.7,,34.1,,,,,,
90,속초,2017-04-14,16.9,0,39.8,,,,,,
90,속초,2017-04-15,20.8,,40.8,,,,,,
90,속초,2017-04-16,22.4,,37.4,,,,,,
90,속초,2017-04-17,13.2,17.1,78.5,,,,,,
90,속초,2017-04-18,12.2,6.4,76.1,,,,,,
90,속초,2017-04-19,13.4,,53.5,,,,,,
90,속초,2017-04-20,15.6,,48.3,,,,,,
90,속초,2017-04-21,13.1,.4,66,,,,,,
90,속초,2017-04-22,12.7,,70.9,,,,,,
90,속초,2017-04-23,17.4,,38,,,,,,
90,속초,2017-04-24,16.7,,47,,,,,,
90,속초,2017-04-25,15.9,,61.5,,,,,,
90,속초,2017-04-26,14.2,,53.8,,,,,,
90,속초,2017-04-27,14.1,,39.9,,,,,,
90,속초,2017-04-28,17.6,,37.3,,,,,,
90,속초,2017-04-29,19.2,.1,41.5,,,,,,
90,속초,2017-04-30,21.6,,44.5,,,,,,
90,속초,2017-05-01,14.6,,62.1,,,,,,
90,속초,2017-05-02,14,,75.3,,,,,,
90,속초,2017-05-03,15.4,,76.9,,,,,,
90,속초,2017-05-04,17.6,,68.1,,,,,,
90,속초,2017-05-05,21.4,,51.4,,,,,,
90,속초,2017-05-06,17.7,,23.9,,,,,,
90,속초,2017-05-07,20.1,,20.6,,,,,,
90,속초,2017-05-08,21.9,,36.4,,,,,,
90,속초,2017-05-09,13.6,3.6,88.5,,,,,,
90,속초,2017-05-10,14.4,.2,86.4,,,,,,
90,속초,2017-05-11,22.3,0,48.8,,,,,,
90,속초,2017-05-12,21.8,0,56.8,,,,,,
90,속초,2017-05-13,15.4,9.8,78.8,,,,,,
90,속초,2017-05-14,18.5,,38.4,,,,,,
90,속초,2017-05-15,16.9,,60.6,,,,,,
90,속초,2017-05-16,14.8,,87.1,,,,,,
90,속초,2017-05-17,15.9,,82.6,,,,,,
90,속초,2017-05-18,23.5,,46.8,,,,,,
90,속초,2017-05-19,27,,29.6,,,,,,
90,속초,2017-05-20,22.3,,56.1,,,,,,
90,속초,2017-05-21,20.1,,76.1,,,,,,
90,속초,2017-05-22,16.5,,81,,,,,,
90,속초,2017-05-23,17.2,9.1,84.9,,,,,,
90,속초,2017-05-24,17.6,1.7,89.5,,,,,,
90,속초,2017-05-25,17.9,0,62.5,,,,,,
90,속초,2017-05-26,14.1,.8,72.3,,,,,,
90,속초,2017-05-27,16.5,,71.8,,,,,,
90,속초,2017-05-28,19.8,,65.4,,,,,,
90,속초,2017-05-29,23.2,,61.6,,,,,,
90,속초,2017-05-30,24,,48.9,,,,,,
90,속초,2017-05-31,23.4,,42.9,,,,,,
90,속초,2017-06-01,16.7,15,83.9,,,,,,
90,속초,2017-06-02,16,.8,67.1,,,,,,
90,속초,2017-06-03,17,4.3,75.3,,,,,,
90,속초,2017-06-04,17.4,1.1,67.3,,,,,,
90,속초,2017-06-05,17.3,,76.5,,,,,,
90,속초,2017-06-06,16,8.8,87.6,,,,,,
90,속초,2017-06-07,16.1,3.2,94.6,,,,,,
90,속초,2017-06-08,24.3,,44.9,,,,,,
90,속초,2017-06-09,23,14.1,54.3,,,,,,
90,속초,2017-06-10,18.2,.3,50.5,,,,,,
90,속초,2017-06-11,17,,75.3,,,,,,
90,속초,2017-06-12,17,,79.9,,,,,,
90,속초,2017-06-13,16.7,3.1,86.3,,,,,,
90,속초,2017-06-14,23.7,,54.8,,,,,,
90,속초,2017-06-15,21.7,,69.9,,,,,,
90,속초,2017-06-16,19.2,,83.6,,,,,,
90,속초,2017-06-17,19.4,,85,,,,,,
90,속초,2017-06-18,19.9,,88,,,,,,
90,속초,2017-06-19,21.1,,88.1,,,,,,
90,속초,2017-06-20,20.9,,87.5,,,,,,
90,속초,2017-06-21,20.5,.9,88.6,,,,,,
90,속초,2017-06-22,22.1,,82.9,,,,,,
90,속초,2017-06-23,21.5,,87.6,,,,,,
90,속초,2017-06-24,20.7,1.5,92.1,,,,,,
90,속초,2017-06-25,20.8,2.2,90.1,,,,,,
90,속초,2017-06-26,19.2,14.4,97,,,,,,
90,속초,2017-06-27,20.9,,91.1,,,,,,
90,속초,2017-06-28,21.7,,89.6,,,,,,
90,속초,2017-06-29,22.5,,89.3,,,,,,
90,속초,2017-06-30,26,,66,,,,,,
90,속초,2017-07-01,28.9,,53.5,,,,,,
90,속초,2017-07-02,24.4,18.8,88.6,,,,,,
90,속초,2017-07-03,23.5,49.2,91.3,,,,,,
90,속초,2017-07-04,22.3,,94.1,,,,,,
90,속초,2017-07-05,22.8,,88,,,,,,
90,속초,2017-07-06,23.1,,90.1,,,,,,
90,속초,2017-07-07,23,3.1,93.8,,,,,,
90,속초,2017-07-08,23.8,67.6,94.4,,,,,,
90,속초,2017-07-09,28,,75.6,,,,,,
90,속초,2017-07-10,23.4,9.3,94.6,,,,,,
90,속초,2017-07-11,28.9,12.5,63.4,,,,,,
90,속초,2017-07-12,29.3,,60.5,,,,,,
90,속초,2017-07-13,27.3,,68.9,,,,,,
90,속초,2017-07-14,29.5,,62.4,,,,,,
90,속초,2017-07-15,27.9,1.5,69.8,,,,,,
90,속초,2017-07-16,29.6,,64,,,,,,
90,속초,2017-07-17,30.6,,58.9,,,,,,
90,속초,2017-07-18,29.1,,66,,,,,,
90,속초,2017-07-19,27.6,,78,,,,,,
90,속초,2017-07-20,28.5,,77.3,,,,,,
90,속초,2017-07-21,29.9,18.7,71.6,,,,,,
90,속초,2017-07-22,22.5,40.1,94.4,,,,,,
90,속초,2017-07-23,22.3,25.2,97.8,,,,,,
90,속초,2017-07-24,23.4,9,97.1,,,,,,
90,속초,2017-07-25,23.6,2.8,93.5,,,,,,
90,속초,2017-07-26,24.1,,80.9,,,,,,
90,속초,2017-07-27,23.1,0,86,,,,,,
90,속초,2017-07-28,22.5,7.6,96,,,,,,
90,속초,2017-07-29,23.2,4.9,91.8,,,,,,
90,속초,2017-07-30,23.8,,88.5,,,,,,
90,속초,2017-07-31,22.9,,88.9,,,,,,
90,속초,2017-08-01,23.8,,88.5,,,,,,
90,속초,2017-08-02,24.7,,87.5,,,,,,
90,속초,2017-08-03,25.2,,86.5,,,,,,
90,속초,2017-08-04,25.7,,89.4,,,,,,
90,속초,2017-08-05,26.7,,90.5,,,,,,
90,속초,2017-08-06,26.6,3.3,92.3,,,,,,
90,속초,2017-08-07,26.3,3.4,88.6,,,,,,
90,속초,2017-08-08,26.9,,79.4,,,,,,
90,속초,2017-08-09,24.6,6.4,91,,,,,,
90,속초,2017-08-10,23,74.9,97.6,,,,,,
90,속초,2017-08-11,23,54.4,91.9,,,,,,
90,속초,2017-08-12,23,.7,85.8,,,,,,
90,속초,2017-08-13,23.5,0,83.3,,,,,,
90,속초,2017-08-14,23.5,1,86,,,,,,
90,속초,2017-08-15,21.4,65.3,95.3,,,,,,
90,속초,2017-08-16,21.3,18.4,91.6,,,,,,
90,속초,2017-08-17,21.2,24.3,98.5,,,,,,
90,속초,2017-08-18,21.9,89.4,97.5,,,,,,
90,속초,2017-08-19,21.7,4.4,97.6,,,,,,
90,속초,2017-08-20,21.7,31.1,98.3,,,,,,
90,속초,2017-08-21,22.7,18.6,96.8,,,,,,
90,속초,2017-08-22,26.3,,80.1,,,,,,
90,속초,2017-08-23,26,5.2,82.5,,,,,,
90,속초,2017-08-24,28.3,20,70.1,,,,,,
90,속초,2017-08-25,25.6,,61.1,,,,,,
90,속초,2017-08-26,24.9,,44.5,,,,,,
90,속초,2017-08-27,22,0,74.8,,,,,,
90,속초,2017-08-28,21.5,4.1,81.6,,,,,,
90,속초,2017-08-29,19.8,,68.4,,,,,,
90,속초,2017-08-30,20.6,,59.8,,,,,,
90,속초,2017-08-31,20.7,,68.4,,,,,,
90,속초,2017-09-01,20,,73.6,,,,,,
90,속초,2017-09-02,19.9,,72.9,,,,,,
90,속초,2017-09-03,20.4,,72.1,,,,,,
90,속초,2017-09-04,21.9,,78.9,,,,,,
90,속초,2017-09-05,20.4,,80.5,,,,,,
90,속초,2017-09-06,22.4,0,74.8,,,,,,
90,속초,2017-09-07,22.6,,76.3,,,,,,
90,속초,2017-09-08,23.2,,79.4,,,,,,
90,속초,2017-09-09,23.5,,75.1,,,,,,
90,속초,2017-09-10,22.9,,86.4,,,,,,
90,속초,2017-09-11,19.3,13.1,85.6,,,,,,
90,속초,2017-09-12,21.2,,74.1,,,,,,
90,속초,2017-09-13,20.3,,63.5,,,,,,
90,속초,2017-09-14,19.7,,72,,,,,,
90,속초,2017-09-15,20,0,69.5,,,,,,
90,속초,2017-09-16,20.2,0,69.9,,,,,,
90,속초,2017-09-17,18.9,5.1,84.8,,,,,,
90,속초,2017-09-18,22.1,,59.4,,,,,,
90,속초,2017-09-19,22.3,28.8,64.1,,,,,,
90,속초,2017-09-20,19.9,,50.3,,,,,,
90,속초,2017-09-21,19.4,,65.4,,,,,,
90,속초,2017-09-22,19.6,,71.1,,,,,,
90,속초,2017-09-23,21.5,,65,,,,,,
90,속초,2017-09-24,20.9,0,71.3,,,,,,
90,속초,2017-09-25,21.1,,74,,,,,,
90,속초,2017-09-26,21.5,,83,,,,,,
90,속초,2017-09-27,19.5,2.1,87.1,,,,,,
90,속초,2017-09-28,19.6,1.4,56.5,,,,,,
90,속초,2017-09-29,17.9,,32,,,,,,
90,속초,2017-09-30,21.9,,48.8,,,,,,
90,속초,2017-10-01,20.3,0,50.3,,,,,,
90,속초,2017-10-02,18.8,0,82.1,,,,,,
90,속초,2017-10-03,14.2,4.6,85.1,,,,,,
90,속초,2017-10-04,13.8,0,76.8,,,,,,
90,속초,2017-10-05,15.7,,77.8,,,,,,
90,속초,2017-10-06,15.7,14.8,90.6,,,,,,
90,속초,2017-10-07,18.1,.2,92.1,,,,,,
90,속초,2017-10-08,18.8,,91.1,,,,,,
90,속초,2017-10-09,19.8,,91.4,,,,,,
90,속초,2017-10-10,16.4,38.8,95.3,,,,,,
90,속초,2017-10-11,14.7,36.5,88.5,,,,,,
90,속초,2017-10-12,12.8,0,77.3,,,,,,
90,속초,2017-10-13,12.1,,75.8,,,,,,
90,속초,2017-10-14,13.1,,48.1,,,,,,
90,속초,2017-10-15,13.6,,63.5,,,,,,
90,속초,2017-10-16,14.1,,72.5,,,,,,
90,속초,2017-10-17,14.5,0,76.6,,,,,,
90,속초,2017-10-18,14.3,0,75.9,,,,,,
90,속초,2017-10-19,13.9,,81.9,,,,,,
90,속초,2017-10-20,13.8,,79,,,,,,
90,속초,2017-10-21,14.4,,78.8,,,,,,
90,속초,2017-10-22,14,3.2,71.9,,,,,,
90,속초,2017-10-23,11.3,,64.1,,,,,,
90,속초,2017-10-24,11.2,,66.8,,,,,,
90,속초,2017-10-25,13.2,,63,,,,,,
90,속초,2017-10-26,13.9,,66.6,,,,,,
90,속초,2017-10-27,14.4,,70.1,,,,,,
90,속초,2017-10-28,15,,83.3,,,,,,
90,속초,2017-10-29,13.4,37.3,72.6,,,,,,
90,속초,2017-10-30,8.3,,48.9,,,,,,
90,속초,2017-10-31,12.3,,37.1,,,,,,
90,속초,2017-11-01,16,,48.6,,,,,,
