지점,지점명,일시,평균기온(°C),일강수량(mm),평균 상대습도(%),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm)
90,속초,2012-01-01,1.1,,44.8,,,,1.6,1,
90,속초,2012-01-02,-.3,,50.9,,,,1,1,
90,속초,2012-01-03,-.8,,41.1,,,,,,
90,속초,2012-01-04,-2.6,,35.4,,,,,,
90,속초,2012-01-05,-2.3,,28.9,,,,,,
90,속초,2012-01-06,-1.1,,38.6,,,,,,
90,속초,2012-01-07,-.8,,44.9,,,,,,
90,속초,2012-01-08,1,,27.8,,,,,,
90,속초,2012-01-09,1.8,,37.3,,,,,,
90,속초,2012-01-10,.4,,28.5,,,,,,
90,속초,2012-01-11,-2.1,,30.9,,,,,,
90,속초,2012-01-12,-.8,,28.6,,,,,,
90,속초,2012-01-13,1.4,,37.1,,,,,,
90,속초,2012-01-14,1,,27.4,,,,,,
90,속초,2012-01-15,-.4,,45.4,,,,,,
90,속초,2012-01-16,1.3,,63.3,,,,,,
90,속초,2012-01-17,2.9,,73.1,,,,,,
90,속초,2012-01-18,2.5,,67.9,,,,,,
90,속초,2012-01-19,3.3,13,88,,,,,,
90,속초,2012-01-20,2.9,7,86,,,,,,
90,속초,2012-01-21,2.9,4,80.9,,,,,,
90,속초,2012-01-22,-.3,,47.5,,,,,,
90,속초,2012-01-23,-5.6,,21.3,,,,,,
90,속초,2012-01-24,-4.9,,21.1,,,,,,
90,속초,2012-01-25,-4.7,,26.1,,,,,,
90,속초,2012-01-26,-1,,37.6,,,,,,
90,속초,2012-01-27,1,,46,,,,,,
90,속초,2012-01-28,-1.4,,35.1,,,,,,
90,속초,2012-01-29,-1.7,,36.5,,,,,,
90,속초,2012-01-30,-2.5,,19.4,,,,,,
90,속초,2012-01-31,-2.8,.2,42.3,,.2,1955,.2,1955,.2
90,속초,2012-02-01,-6.9,,27.1,,,,.2,1,
90,속초,2012-02-02,-7.9,,21.4,,,,,,
90,속초,2012-02-03,-4.8,,28.9,,,,,,
90,속초,2012-02-04,-.1,,34.6,,,,,,
90,속초,2012-02-05,1.9,,32.8,,,,,,
90,속초,2012-02-06,4.4,,45.1,,,,,,
90,속초,2012-02-07,-2.3,,30.8,,,,,,
90,속초,2012-02-08,-6,,28.8,,,,,,
90,속초,2012-02-09,-2,,28.9,,,,,,
90,속초,2012-02-10,-.5,,30.5,,,,,,
90,속초,2012-02-11,-.8,,30.4,,,,,,
90,속초,2012-02-12,1,,43.6,,,,,,
90,속초,2012-02-13,3.6,,43.4,,,,,,
90,속초,2012-02-14,5.6,,46.3,,,,,,
90,속초,2012-02-15,1.8,,61.4,,,,,,
90,속초,2012-02-16,.4,,24.3,,,,,,
90,속초,2012-02-17,-3.4,,31.8,,,,,,
90,속초,2012-02-18,-3.5,,32.4,,,,,,
90,속초,2012-02-19,-1.6,,32,,,,,,
90,속초,2012-02-20,3,,36.8,,,,,,
90,속초,2012-02-21,3.2,,59.8,,,,,,
90,속초,2012-02-22,4.2,,77.4,,,,,,
90,속초,2012-02-23,6.3,,69.8,,,,,,
90,속초,2012-02-24,3.8,0,81,,,,,,
90,속초,2012-02-25,.8,16.8,94.6,,14.2,2350,14.2,2350,15
90,속초,2012-02-26,-1.7,5.9,87,,5.3,1200,17.5,1200,6.4
90,속초,2012-02-27,-2.2,,62.5,,,,14.1,1,
90,속초,2012-02-28,1.3,,56.9,,,,8.5,1,
90,속초,2012-02-29,4.8,,61,,,,6,1,
90,속초,2012-03-01,5.2,,69.3,,,,,,
90,속초,2012-03-02,2.9,8,91.8,,,,,,
90,속초,2012-03-03,1.4,6,94.3,,1.6,955,1.6,955,1.7
90,속초,2012-03-04,2.7,4.5,95.3,,,,,,
90,속초,2012-03-05,4,2.5,90.1,,,,,,
90,속초,2012-03-06,4,2.2,78.3,,.4,758,.4,758,.5
90,속초,2012-03-07,5.5,,58.1,,,,,,
90,속초,2012-03-08,3.4,,52.1,,,,,,
90,속초,2012-03-09,1.6,7,90.9,,1.5,950,1.5,950,1.5
90,속초,2012-03-10,2.8,1,90.5,,,,.5,1,
90,속초,2012-03-11,.5,,37.5,,,,,,
90,속초,2012-03-12,-.8,,46.9,,,,,,
90,속초,2012-03-13,3.6,,34.6,,,,,,
90,속초,2012-03-14,6.6,,50.4,,,,,,
90,속초,2012-03-15,4.7,,59.1,,,,,,
90,속초,2012-03-16,6.8,.4,76.9,,,,,,
90,속초,2012-03-17,7.9,2.5,85.1,,,,,,
90,속초,2012-03-18,2.7,16.8,95,,6.2,2355,6.2,2355,6.2
90,속초,2012-03-19,3,.1,63.6,,.1,10,6.3,10,.1
90,속초,2012-03-20,4,,41.9,,,,,,
90,속초,2012-03-21,7.8,,32.4,,,,,,
90,속초,2012-03-22,9.8,,50.3,,,,,,
90,속초,2012-03-23,4.6,31,90.4,,,,,,
90,속초,2012-03-24,4.2,3,64.1,,,,,,
90,속초,2012-03-25,5.5,,35.9,,,,,,
90,속초,2012-03-26,6.2,,39,,,,,,
90,속초,2012-03-27,11.5,,33.6,,,,,,
90,속초,2012-03-28,9,,61.3,,,,,,
90,속초,2012-03-29,12.8,,43.9,,,,,,
90,속초,2012-03-30,14.8,,46.5,,,,,,
90,속초,2012-03-31,6.4,.3,53.3,,,,,,
90,속초,2012-04-01,5.4,,40.8,,,,,,
90,속초,2012-04-02,6.3,7.5,71.1,,,,,,
90,속초,2012-04-03,3.5,36.5,79.3,,7,1155,7,1155,7
90,속초,2012-04-04,8.7,0,52.1,,,,4.2,1,
90,속초,2012-04-05,8.7,0,37.5,,,,,,
90,속초,2012-04-06,5.5,,50.9,,,,,,
90,속초,2012-04-07,4.7,,51.5,,,,,,
90,속초,2012-04-08,16.3,0,40.8,,,,,,
90,속초,2012-04-09,16.2,,49.9,,,,,,
90,속초,2012-04-10,12.8,1,76.1,,,,,,
90,속초,2012-04-11,9.9,2.5,91.1,,,,,,
90,속초,2012-04-12,12.6,,51.4,,,,,,
90,속초,2012-04-13,11.6,,71,,,,,,
90,속초,2012-04-14,13.1,,68.1,,,,,,
90,속초,2012-04-15,17.4,,48.5,,,,,,
90,속초,2012-04-16,12.1,,65.6,,,,,,
90,속초,2012-04-17,10.3,,74.4,,,,,,
90,속초,2012-04-18,11.7,,85.8,,,,,,
90,속초,2012-04-19,12,,87.6,,,,,,
90,속초,2012-04-20,11.5,,83.5,,,,,,
90,속초,2012-04-21,9.5,65.5,90.6,,,,,,
90,속초,2012-04-22,12.5,7.5,81.1,,,,,,
90,속초,2012-04-23,19.6,,52.9,,,,,,
90,속초,2012-04-24,17.8,,68.1,,,,,,
90,속초,2012-04-25,11.6,12.5,97.5,,,,,,
90,속초,2012-04-26,15.2,,50.1,,,,,,
90,속초,2012-04-27,16.1,,47.4,,,,,,
90,속초,2012-04-28,18.5,,43.5,,,,,,
90,속초,2012-04-29,16.3,,65.1,,,,,,
90,속초,2012-04-30,14.7,,85.1,,,,,,
90,속초,2012-05-01,15.5,,83.1,,,,,,
90,속초,2012-05-02,13.1,1.5,97.4,,,,,,
90,속초,2012-05-03,12.8,13,93.4,,,,,,
90,속초,2012-05-04,13.9,.5,90.8,,,,,,
90,속초,2012-05-05,16.5,.5,69.6,,,,,,
90,속초,2012-05-06,17.6,,40.5,,,,,,
90,속초,2012-05-07,19.1,,43.1,,,,,,
90,속초,2012-05-08,15.8,,77.3,,,,,,
90,속초,2012-05-09,13.2,,91.5,,,,,,
90,속초,2012-05-10,11.5,2,89.6,,,,,,
90,속초,2012-05-11,11.5,1,88.4,,,,,,
90,속초,2012-05-12,13.5,,84.3,,,,,,
90,속초,2012-05-13,16,,82.3,,,,,,
90,속초,2012-05-14,14.7,11,95.8,,,,,,
90,속초,2012-05-15,15.6,.1,81.8,,,,,,
90,속초,2012-05-16,18,.1,53.1,,,,,,
90,속초,2012-05-17,14.1,2,77.1,,,,,,
90,속초,2012-05-18,18.6,,53.1,,,,,,
90,속초,2012-05-19,19.9,,58.6,,,,,,
90,속초,2012-05-20,18,,79.4,,,,,,
90,속초,2012-05-21,15.5,,91.6,,,,,,
90,속초,2012-05-22,16.5,,84.4,,,,,,
90,속초,2012-05-23,20.4,,69.5,,,,,,
90,속초,2012-05-24,20.5,,64.4,,,,,,
90,속초,2012-05-25,19.4,0,73.4,,,,,,
90,속초,2012-05-26,21.8,,41.5,,,,,,
90,속초,2012-05-27,22.3,,58.5,,,,,,
90,속초,2012-05-28,15.3,,87.9,,,,,,
90,속초,2012-05-29,16.6,.4,93.4,,,,,,
90,속초,2012-05-30,16.1,10,98.9,,,,,,
90,속초,2012-05-31,16.6,4,93.1,,,,,,
