지점,지점명,일시,평균기온(°C),일강수량(mm),평균 상대습도(%),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm)
90,속초,2013-02-19,-.1,.2,33.1,,,,.2,1,
90,속초,2013-02-20,-1.2,,27.1,,,,,,
90,속초,2013-02-21,.4,,34.8,,,,,,
90,속초,2013-02-22,2.4,,37.8,,,,,,
90,속초,2013-02-23,1.8,,30.6,,,,,,
90,속초,2013-02-24,1.5,,45.4,,,,,,
90,속초,2013-02-25,1.6,,66.6,,,,,,
90,속초,2013-02-26,4,,74,,,,,,
90,속초,2013-02-27,8.2,,47.4,,,,,,
90,속초,2013-02-28,9.2,,51.1,,,,,,
90,속초,2013-03-01,6,.1,43.9,,,,,,
90,속초,2013-03-02,1.6,,42.6,,,,,,
90,속초,2013-03-03,2.6,,48.3,,,,,,
90,속초,2013-03-04,3.9,,59.3,,,,,,
90,속초,2013-03-05,8.7,,32.9,,,,,,
90,속초,2013-03-06,9.6,,51.8,,,,,,
90,속초,2013-03-07,12.9,.4,53.6,,,,,,
90,속초,2013-03-08,13.9,,35.5,,,,,,
90,속초,2013-03-09,5.5,,80.8,,,,,,
90,속초,2013-03-10,4.1,,65.1,,,,,,
90,속초,2013-03-11,4,,56.3,,,,,,
90,속초,2013-03-12,9.4,0,50.4,,,,,,
90,속초,2013-03-13,1.6,18.8,92.8,,3,700,3,700,4.3
90,속초,2013-03-14,2.7,.1,78.9,,.1,155,1.9,155,.1
90,속초,2013-03-15,9.6,,39.1,,,,,,
90,속초,2013-03-16,8.8,,54.5,,,,,,
90,속초,2013-03-17,8.3,1.5,73.8,,,,,,
90,속초,2013-03-18,10.7,1.5,74.3,,,,,,
90,속초,2013-03-19,7.6,.5,79.5,,,,,,
90,속초,2013-03-20,.2,26.8,99.4,,15,2100,15,2100,16.3
90,속초,2013-03-21,2.1,,65.3,,,,15,1,
90,속초,2013-03-22,8,,40.6,,,,2.7,1,
90,속초,2013-03-23,5.6,,79.5,,,,,,
90,속초,2013-03-24,4.7,.5,83.4,,,,,,
90,속초,2013-03-25,.8,16,97.8,,6.7,1410,6.7,1410,6.7
90,속초,2013-03-26,3.9,,64.9,,,,4.3,1,
90,속초,2013-03-27,11.2,,44,,,,,,
90,속초,2013-03-28,10.6,,52,,,,,,
90,속초,2013-03-29,5.3,,50,,,,,,
90,속초,2013-03-30,5.3,,62.4,,,,,,
90,속초,2013-03-31,5.6,,73.6,,,,,,
90,속초,2013-04-01,8.7,,67.8,,,,,,
90,속초,2013-04-02,6.5,2,84.5,,,,,,
90,속초,2013-04-03,12,,53.6,,,,,,
90,속초,2013-04-04,9.7,,66.3,,,,,,
90,속초,2013-04-05,7.8,,86.9,,,,,,
90,속초,2013-04-06,6,34.5,94.3,,,,,,
90,속초,2013-04-07,7.1,4,64.8,,,,,,
90,속초,2013-04-08,11.4,0,43.5,,,,,,
90,속초,2013-04-09,7.7,.3,49.3,,,,,,
90,속초,2013-04-10,7.1,,45.4,,,,,,
90,속초,2013-04-11,7.4,,45.4,,,,,,
90,속초,2013-04-12,9.5,,37.1,,,,,,
90,속초,2013-04-13,16.3,,27.5,,,,,,
90,속초,2013-04-14,11.8,1,39.8,,,,,,
90,속초,2013-04-15,10.7,,32.5,,,,,,
90,속초,2013-04-16,7.9,1,73.6,,,,,,
90,속초,2013-04-17,7.2,2.5,83.4,,,,,,
90,속초,2013-04-18,7.4,1,85.1,,,,,,
90,속초,2013-04-19,7.2,,54.5,,,,,,
90,속초,2013-04-20,6,.5,81.3,,,,,,
90,속초,2013-04-21,8.8,,56.6,,,,,,
90,속초,2013-04-22,14.2,,40.3,,,,,,
90,속초,2013-04-23,14.2,,56.4,,,,,,
90,속초,2013-04-24,15.1,0,60.1,,,,,,
90,속초,2013-04-25,13.5,0,50.4,,,,,,
90,속초,2013-04-26,11.7,1.5,60.4,,,,,,
90,속초,2013-04-27,12.2,,62.9,,,,,,
90,속초,2013-04-28,13,0,79.6,,,,,,
90,속초,2013-04-29,17.9,.5,51.1,,,,,,
90,속초,2013-04-30,13.2,.2,56.9,,,,,,
90,속초,2013-05-01,10.1,.1,78.6,,,,,,
90,속초,2013-05-02,10.2,4.5,87,,,,,,
90,속초,2013-05-03,11.6,.5,83.6,,,,,,
90,속초,2013-05-04,16,,54.1,,,,,,
90,속초,2013-05-05,22.2,,29.8,,,,,,
90,속초,2013-05-06,17.5,,60.6,,,,,,
90,속초,2013-05-07,13.4,,85.6,,,,,,
90,속초,2013-05-08,16.3,,72.8,,,,,,
90,속초,2013-05-09,20,2.5,50,,,,,,
90,속초,2013-05-10,16.8,6.5,74.1,,,,,,
90,속초,2013-05-11,22.1,,37,,,,,,
90,속초,2013-05-12,21.9,,51.8,,,,,,
90,속초,2013-05-13,13.4,.5,86.4,,,,,,
90,속초,2013-05-14,14,0,88.9,,,,,,
90,속초,2013-05-15,13.3,0,85.1,,,,,,
90,속초,2013-05-16,12.8,,78,,,,,,
90,속초,2013-05-17,13.5,,78.9,,,,,,
90,속초,2013-05-18,15.5,1,78.4,,,,,,
90,속초,2013-05-19,14.2,21.5,86.6,,,,,,
90,속초,2013-05-20,19.2,,52.6,,,,,,
90,속초,2013-05-21,21.1,,35.5,,,,,,
90,속초,2013-05-22,19.7,,50,,,,,,
90,속초,2013-05-23,16.2,,81.5,,,,,,
90,속초,2013-05-24,19,,73.8,,,,,,
90,속초,2013-05-25,15.5,,81.8,,,,,,
90,속초,2013-05-26,16.6,,83.6,,,,,,
90,속초,2013-05-27,16.7,31,89.8,,,,,,
90,속초,2013-05-28,16.7,12,90.4,,,,,,
90,속초,2013-05-29,20.7,,63.3,,,,,,
90,속초,2013-05-30,24.5,,33.6,,,,,,
90,속초,2013-05-31,21.8,,48.3,,,,,,
90,속초,2013-06-01,18.4,,74.5,,,,,,
90,속초,2013-06-02,17.1,,85.4,,,,,,
90,속초,2013-06-03,17.1,,80,,,,,,
90,속초,2013-06-04,18.4,,81,,,,,,
90,속초,2013-06-05,17.8,,83.3,,,,,,
90,속초,2013-06-06,17.8,.5,81.6,,,,,,
90,속초,2013-06-07,18.4,.1,81.9,,,,,,
90,속초,2013-06-08,18.5,,80.4,,,,,,
90,속초,2013-06-09,18.8,,79,,,,,,
90,속초,2013-06-10,19.4,,76,,,,,,
90,속초,2013-06-11,18.4,2,81.9,,,,,,
90,속초,2013-06-12,17.8,3,87.1,,,,,,
90,속초,2013-06-13,19.5,,82.8,,,,,,
90,속초,2013-06-14,19.5,1,87.6,,,,,,
90,속초,2013-06-15,20.1,,87.1,,,,,,
90,속초,2013-06-16,24.3,,66.3,,,,,,
90,속초,2013-06-17,24.4,0,57.3,,,,,,
90,속초,2013-06-18,21.7,3,77.9,,,,,,
90,속초,2013-06-19,21.4,,80.9,,,,,,
90,속초,2013-06-20,22.6,,81.3,,,,,,
90,속초,2013-06-21,21.2,.5,87,,,,,,
90,속초,2013-06-22,20.5,.3,82,,,,,,
90,속초,2013-06-23,21.3,.1,83.5,,,,,,
90,속초,2013-06-24,22.9,0,76.9,,,,,,
90,속초,2013-06-25,22.4,,83.1,,,,,,
90,속초,2013-06-26,22.7,16,79.6,,,,,,
90,속초,2013-06-27,22.1,2,80.6,,,,,,
90,속초,2013-06-28,21.7,3.5,84.1,,,,,,
90,속초,2013-06-29,22.4,,81.9,,,,,,
90,속초,2013-06-30,22.1,,83.3,,,,,,
90,속초,2013-07-01,23.5,,81.6,,,,,,
90,속초,2013-07-02,26,16.5,75.4,,,,,,
90,속초,2013-07-03,28.7,,51,,,,,,
90,속초,2013-07-04,27.3,.1,61,,,,,,
90,속초,2013-07-05,25.6,.1,70.8,,,,,,
90,속초,2013-07-06,24,,80,,,,,,
90,속초,2013-07-07,26.6,0,71.9,,,,,,
90,속초,2013-07-08,24.1,11,85,,,,,,
90,속초,2013-07-09,28.9,,60.4,,,,,,
90,속초,2013-07-10,23,22,84.1,,,,,,
90,속초,2013-07-11,22.3,20.5,90.6,,,,,,
90,속초,2013-07-12,21.8,8,92.5,,,,,,
90,속초,2013-07-13,22.7,8.5,88.5,,,,,,
90,속초,2013-07-14,23.5,102,84.6,,,,,,
90,속초,2013-07-15,23.3,30,85.8,,,,,,
90,속초,2013-07-16,28.8,,63.3,,,,,,
90,속초,2013-07-17,28.9,,58.8,,,,,,
90,속초,2013-07-18,24.3,20.5,80.8,,,,,,
90,속초,2013-07-19,24.2,,85.1,,,,,,
90,속초,2013-07-20,26.2,,74.9,,,,,,
90,속초,2013-07-21,26.2,5.5,80.9,,,,,,
90,속초,2013-07-22,25,7.5,87.4,,,,,,
90,속초,2013-07-23,24.5,17.5,89.5,,,,,,
90,속초,2013-07-24,29.8,.5,57.4,,,,,,
90,속초,2013-07-25,29.6,,51.9,,,,,,
90,속초,2013-07-26,27.9,,62.8,,,,,,
90,속초,2013-07-27,26.2,,82.1,,,,,,
90,속초,2013-07-28,25.2,3.5,94.9,,,,,,
90,속초,2013-07-29,24.9,8.5,95.1,,,,,,
90,속초,2013-07-30,24.4,1,93.3,,,,,,
90,속초,2013-07-31,25.1,9.5,92.4,,,,,,
90,속초,2013-08-01,24.7,1.5,94.9,,,,,,
90,속초,2013-08-02,24,6.5,98,,,,,,
90,속초,2013-08-03,25.3,,94.9,,,,,,
90,속초,2013-08-04,28.5,,75.9,,,,,,
90,속초,2013-08-05,27.8,0,74.9,,,,,,
90,속초,2013-08-06,30.4,,66.5,,,,,,
90,속초,2013-08-07,31.4,,66.3,,,,,,
90,속초,2013-08-08,33,,56.9,,,,,,
90,속초,2013-08-09,31.8,15.5,63,,,,,,
90,속초,2013-08-10,29.8,9.5,64.4,,,,,,
90,속초,2013-08-11,29.1,,67,,,,,,
90,속초,2013-08-12,28.2,,78.4,,,,,,
90,속초,2013-08-13,28.8,,70.8,,,,,,
90,속초,2013-08-14,29.7,,66,,,,,,
90,속초,2013-08-15,30.8,,59.9,,,,,,
90,속초,2013-08-16,30.3,.1,63.9,,,,,,
90,속초,2013-08-17,31.9,,50,,,,,,
90,속초,2013-08-18,30.2,0,59.3,,,,,,
90,속초,2013-08-19,27,9,75.6,,,,,,
90,속초,2013-08-20,25.6,,81.4,,,,,,
90,속초,2013-08-21,25.8,1,82,,,,,,
90,속초,2013-08-22,26.4,,86.8,,,,,,
90,속초,2013-08-23,27.7,7.5,71.5,,,,,,
90,속초,2013-08-24,26.3,,65,,,,,,
90,속초,2013-08-25,24.7,,70.5,,,,,,
90,속초,2013-08-26,24.1,3,76.3,,,,,,
90,속초,2013-08-27,24.7,,77.4,,,,,,
90,속초,2013-08-28,24.8,,83.3,,,,,,
90,속초,2013-08-29,23.4,26,90.9,,,,,,
90,속초,2013-08-30,23.9,1.5,92.8,,,,,,
90,속초,2013-08-31,19.7,93.5,88.6,,,,,,
90,속초,2013-09-01,20.9,,77.4,,,,,,
90,속초,2013-09-02,20.9,,80.8,,,,,,
90,속초,2013-09-03,20.1,.3,74.8,,,,,,
90,속초,2013-09-04,19.4,1,77.9,,,,,,
90,속초,2013-09-05,19.5,,79,,,,,,
90,속초,2013-09-06,20.5,0,82.6,,,,,,
90,속초,2013-09-07,20.1,,82.6,,,,,,
90,속초,2013-09-08,21.4,,73.4,,,,,,
90,속초,2013-09-09,20.8,,83.3,,,,,,
90,속초,2013-09-10,21.9,0,87,,,,,,
90,속초,2013-09-11,21.3,2,90.5,,,,,,
90,속초,2013-09-12,22.1,.5,92.6,,,,,,
90,속초,2013-09-13,21.6,35,98.5,,,,,,
90,속초,2013-09-14,22.3,2,86.3,,,,,,
90,속초,2013-09-15,22.3,,80.6,,,,,,
90,속초,2013-09-16,19.5,2.5,82.1,,,,,,
90,속초,2013-09-17,22.1,,64.8,,,,,,
90,속초,2013-09-18,22,,77.4,,,,,,
90,속초,2013-09-19,21,,86.3,,,,,,
90,속초,2013-09-20,24.6,,66.4,,,,,,
90,속초,2013-09-21,23.2,,74.5,,,,,,
90,속초,2013-09-22,20.6,4.5,77.4,,,,,,
90,속초,2013-09-23,20,,82.8,,,,,,
90,속초,2013-09-24,19.6,46.5,98.8,,,,,,
90,속초,2013-09-25,16.5,11,92.3,,,,,,
90,속초,2013-09-26,16.1,9.5,82.9,,,,,,
90,속초,2013-09-27,17.5,,57.8,,,,,,
90,속초,2013-09-28,17.7,.5,74.1,,,,,,
90,속초,2013-09-29,16.2,31,100,,,,,,
90,속초,2013-09-30,17.7,29,97.5,,,,,,
90,속초,2013-10-01,18.8,,84.1,,,,,,
90,속초,2013-10-02,19,0,82.5,,,,,,
90,속초,2013-10-03,17.8,,54.3,,,,,,
90,속초,2013-10-04,16.6,,64.1,,,,,,
90,속초,2013-10-05,17.7,,73.4,,,,,,
90,속초,2013-10-06,19.4,1,87.4,,,,,,
90,속초,2013-10-07,18.2,2.5,98.5,,,,,,
90,속초,2013-10-08,17.5,27,99.6,,,,,,
90,속초,2013-10-09,18,4,85.3,,,,,,
90,속초,2013-10-10,20,,80.3,,,,,,
90,속초,2013-10-11,20.7,,46.1,,,,,,
90,속초,2013-10-12,18.2,,39.1,,,,,,
90,속초,2013-10-13,16.8,,61.5,,,,,,
90,속초,2013-10-14,17.9,,71.4,,,,,,
90,속초,2013-10-15,12.4,31.5,79.4,,,,,,
90,속초,2013-10-16,11.6,,60.3,,,,,,
90,속초,2013-10-17,12.5,,67.5,,,,,,
90,속초,2013-10-18,13.7,,70.3,,,,,,
90,속초,2013-10-19,14.3,,82.6,,,,,,
90,속초,2013-10-20,15.4,.4,78.9,,,,,,
90,속초,2013-10-21,14.2,0,73.3,,,,,,
90,속초,2013-10-22,14.8,,76.3,,,,,,
90,속초,2013-10-23,14.5,0,78.1,,,,,,
90,속초,2013-10-24,15.2,,73.6,,,,,,
90,속초,2013-10-25,11.6,,49.5,,,,,,
90,속초,2013-10-26,12.2,,62.4,,,,,,
90,속초,2013-10-27,12.8,,53.8,,,,,,
90,속초,2013-10-28,13.6,,57.1,,,,,,
90,속초,2013-10-29,15.2,0,54.5,,,,,,
90,속초,2013-10-30,12.8,,65.9,,,,,,
90,속초,2013-10-31,13,,70.4,,,,,,
90,속초,2013-11-01,14.6,,78,,,,,,
90,속초,2013-11-02,14.4,0,83.4,,,,,,
90,속초,2013-11-03,15.7,0,58,,,,,,
90,속초,2013-11-04,12.5,2.5,69.9,,,,,,
90,속초,2013-11-05,13,,63.3,,,,,,
90,속초,2013-11-06,15.6,,53.3,,,,,,
90,속초,2013-11-07,15.1,.5,35,,,,,,
90,속초,2013-11-08,10.6,.3,62,,,,,,
90,속초,2013-11-09,11.3,4,85.4,,,,,,
90,속초,2013-11-10,9.8,.2,53.8,,,,,,
90,속초,2013-11-11,4.1,,43.9,,,,,,
90,속초,2013-11-12,5.5,,40,,,,,,
90,속초,2013-11-13,7,,59.3,,,,,,
90,속초,2013-11-14,9.4,,46,,,,,,
90,속초,2013-11-15,11,,53.6,,,,,,
90,속초,2013-11-16,9.9,,50,,,,,,
90,속초,2013-11-17,7.9,,44.1,,,,,,
90,속초,2013-11-18,3.1,,36.6,,,,,,
90,속초,2013-11-19,2.6,,42.9,,,,,,
90,속초,2013-11-20,4,,38.1,,,,,,
90,속초,2013-11-21,5.5,,43.1,,,,,,
90,속초,2013-11-22,8.1,,37.4,,,,,,
90,속초,2013-11-23,9.8,,43.9,,,,,,
90,속초,2013-11-24,10,8,65.4,,,,,,
90,속초,2013-11-25,8,4,52.5,,,,,,
90,속초,2013-11-26,4.2,,38.6,,,,,,
90,속초,2013-11-27,1.7,3.8,62.9,,1.7,1550,1.7,1550,
90,속초,2013-11-28,-1.5,,36.8,,,,.5,1,
90,속초,2013-11-29,1.8,,32.9,,,,,,
90,속초,2013-11-30,7.7,,47.5,,,,,,
90,속초,2013-12-01,7.7,,49.4,,,,,,
90,속초,2013-12-02,7.6,,45,,,,,,
90,속초,2013-12-03,8.1,,48,,,,,,
90,속초,2013-12-04,8.6,,49,,,,,,
90,속초,2013-12-05,8.8,,50.3,,,,,,
90,속초,2013-12-06,5.4,,41.6,,,,,,
90,속초,2013-12-07,6.7,,48.4,,,,,,
90,속초,2013-12-08,6.5,,63.3,,,,,,
90,속초,2013-12-09,6.2,15.5,82.4,,,,,,
90,속초,2013-12-10,2.1,38,80.4,,3.5,555,3.5,555,3.5
90,속초,2013-12-11,.8,,46.5,,,,1.7,1,
90,속초,2013-12-12,-.8,.5,55.5,,.1,1755,.1,1755,.1
90,속초,2013-12-13,-4.3,,33.1,,,,,,
90,속초,2013-12-14,-1.5,,38.1,,,,,,
90,속초,2013-12-15,-.5,,37.9,,,,,,
90,속초,2013-12-16,1.5,,48.6,,,,,,
90,속초,2013-12-17,1.8,3,82.3,,,,,,
90,속초,2013-12-18,2.4,3.5,89.4,,,,,,
90,속초,2013-12-19,0,,51.8,,,,,,
90,속초,2013-12-20,1.8,1.6,58.4,,1.2,650,1.2,650,1.4
90,속초,2013-12-21,1.3,.6,65.5,,.6,250,.8,250,.6
90,속초,2013-12-22,.6,,63.8,,,,,,
90,속초,2013-12-23,.4,,58.5,,,,,,
90,속초,2013-12-24,1.4,,73.8,,,,,,
90,속초,2013-12-25,2.1,,56.8,,,,,,
90,속초,2013-12-26,2.7,,49.3,,,,,,
90,속초,2013-12-27,-1.7,,48.8,,,,,,
90,속초,2013-12-28,-2.9,,31.9,,,,,,
90,속초,2013-12-29,.5,,38.9,,,,,,
90,속초,2013-12-30,4.9,,42.3,,,,,,
90,속초,2013-12-31,6.3,,37.5,,,,,,
95,철원,2013-01-01,-9.2,4.8,80.3,,6.8,2400,13.6,2400,7.7
95,철원,2013-01-02,-15,0,46.9,,,,13.6,0,
95,철원,2013-01-03,-18.9,,60.5,,,,10.5,0,
95,철원,2013-01-04,-18,,66,,,,9.5,0,
95,철원,2013-01-05,-14.1,0,77.5,,,,9,0,
95,철원,2013-01-06,-13,,73.8,,,,8.6,0,
95,철원,2013-01-07,-12.1,,70.4,,,,7.9,0,
95,철원,2013-01-08,-11.4,,71.1,,,,7.7,0,
95,철원,2013-01-09,-14.7,,64.1,,,,7.6,0,
95,철원,2013-01-10,-14.3,,62.4,,,,7.5,0,
95,철원,2013-01-11,-8.6,0,76.5,,,,7.4,0,
95,철원,2013-01-12,-3.2,.6,84.6,,.6,620,7.9,620,.6
95,철원,2013-01-13,-6.6,,87.6,,,,7.5,0,
95,철원,2013-01-14,-9.1,,79.5,,,,7.3,0,
95,철원,2013-01-15,-9,,77.6,,,,7.1,0,
95,철원,2013-01-16,-6.2,.5,79,,1.2,1000,8.1,1000,1.2
95,철원,2013-01-17,-10.4,0,80.9,,,,8,0,
95,철원,2013-01-18,-10.7,,64.5,,,,7.7,0,
95,철원,2013-01-19,-3.5,,72,,,,7.3,0,
95,철원,2013-01-20,-3.3,,74.8,,,,6.7,0,
95,철원,2013-01-21,.6,10.5,89.1,,2.7,1030,9.2,1030,2.7
95,철원,2013-01-22,1.8,.1,80.4,,,,6.5,0,
95,철원,2013-01-23,.4,1.5,89,,.6,1030,5.3,1030,.6
95,철원,2013-01-24,-2.6,.8,60.3,,.6,1000,3.6,1000,.7
95,철원,2013-01-25,-11.5,,39.5,,,,3,0,
95,철원,2013-01-26,-13,,54.8,,,,2.7,0,
95,철원,2013-01-27,-12.3,,66.1,,,,2.5,0,
95,철원,2013-01-28,-8.3,0,73.5,,,,2.3,0,
95,철원,2013-01-29,-.8,.3,90.5,,.1,420,2.4,420,.1
95,철원,2013-01-30,1.8,,90,,,,2.2,0,
95,철원,2013-01-31,3.6,,80.3,,,,1.2,0,
95,철원,2013-02-01,3.9,35,93.6,,,,,,
95,철원,2013-02-02,-1.6,,59.4,,,,,,
95,철원,2013-02-03,-4.7,7.4,75.8,,7.2,2400,7.2,2400,7.2
95,철원,2013-02-04,-2.8,2.8,82,,3.1,430,10.2,430,3.1
95,철원,2013-02-05,-3.7,3.3,82.6,,3.3,2400,7.6,2400,3.3
95,철원,2013-02-06,-2.2,3,80.9,,3.1,430,10.7,430,3.1
95,철원,2013-02-07,-12.3,0,44.4,,0,150,6.5,0,0
95,철원,2013-02-08,-14.7,,53.1,,,,6.3,0,
95,철원,2013-02-09,-11.2,0,64.5,,,,6.2,0,
95,철원,2013-02-10,-5.6,.1,57.8,,.1,400,6.1,400,.1
95,철원,2013-02-11,-9.8,,61.3,,,,5.5,0,
95,철원,2013-02-12,-6.2,0,68.3,,,,5.3,0,
95,철원,2013-02-13,-4.7,,69.3,,,,5.3,0,
95,철원,2013-02-14,-1.6,,72.8,,,,5.2,0,
95,철원,2013-02-15,-3.5,,56.5,,,,4.4,0,
95,철원,2013-02-16,-6.2,,58,,,,3.7,0,
95,철원,2013-02-17,-.5,,57.3,,,,2,0,
95,철원,2013-02-18,-1,,62.8,,,,,,
95,철원,2013-02-19,-4.7,,42.3,,,,,,
95,철원,2013-02-20,-6.9,,48.4,,,,,,
95,철원,2013-02-21,-3.8,0,53.3,,,,,,
95,철원,2013-02-22,-1.4,1.2,54.3,,1.9,800,1.9,800,1.9
95,철원,2013-02-23,-4,,59.5,,,,,,
95,철원,2013-02-24,-2.9,,56.6,,,,,,
95,철원,2013-02-25,-.7,,60,,,,,,
95,철원,2013-02-26,.2,.1,85.5,,,,,,
95,철원,2013-02-27,1.8,,78.3,,,,,,
95,철원,2013-02-28,2.3,1,73.9,,,,,,
95,철원,2013-03-01,.2,2,57.6,,,,,,
95,철원,2013-03-02,-2,,53.1,,,,,,
95,철원,2013-03-03,-.8,,54.4,,,,,,
95,철원,2013-03-04,.8,,64.6,,,,,,
95,철원,2013-03-05,1.1,,64.5,,,,,,
95,철원,2013-03-06,3.5,,62.5,,,,,,
95,철원,2013-03-07,8.3,.5,72.8,,,,,,
95,철원,2013-03-08,4.9,,78,,,,,,
95,철원,2013-03-09,9.6,,61.1,,,,,,
95,철원,2013-03-10,.3,,38.8,,,,,,
95,철원,2013-03-11,.9,,50.1,,,,,,
95,철원,2013-03-12,3.5,3,75.3,,,,,,
95,철원,2013-03-13,4.4,11.5,72.9,,,,,,
95,철원,2013-03-14,2.3,,56.9,,,,,,
95,철원,2013-03-15,2.4,,59.1,,,,,,
95,철원,2013-03-16,4.1,,59.6,,,,,,
95,철원,2013-03-17,5.7,1,59.8,,,,,,
95,철원,2013-03-18,7.2,.5,71.5,,,,,,
95,철원,2013-03-19,5.9,0,64.1,,,,,,
95,철원,2013-03-20,.4,5.5,70.8,,.6,1000,.6,1000,.6
95,철원,2013-03-21,-.9,,51.1,,,,,,
95,철원,2013-03-22,.2,,72.8,,,,,,
95,철원,2013-03-23,2.8,,58.1,,,,,,
95,철원,2013-03-24,4,,44.1,,,,,,
95,철원,2013-03-25,1,,55.1,,,,,,
95,철원,2013-03-26,2.2,,52.1,,,,,,
95,철원,2013-03-27,5.2,,42.9,,,,,,
95,철원,2013-03-28,5.3,,41.8,,,,,,
95,철원,2013-03-29,3,,41.5,,,,,,
95,철원,2013-03-30,2.4,,50.5,,,,,,
95,철원,2013-03-31,4.3,,51.5,,,,,,
95,철원,2013-04-01,6.2,.5,54.3,,,,,,
95,철원,2013-04-02,4.8,8,86.9,,,,,,
95,철원,2013-04-03,6.4,,65.5,,,,,,
95,철원,2013-04-04,9,,58.6,,,,,,
95,철원,2013-04-05,11,,56,,,,,,
95,철원,2013-04-06,5.6,15,89.1,,,,,,
95,철원,2013-04-07,3.9,.1,67.9,,,,,,
95,철원,2013-04-08,5.8,2,62.3,,,,,,
95,철원,2013-04-09,4.3,.5,56,,,,,,
95,철원,2013-04-10,3.2,0,62.3,,,,,,
95,철원,2013-04-11,4.3,.5,52.5,,,,,,
95,철원,2013-04-12,4.8,,48.6,,,,,,
95,철원,2013-04-13,9.7,,44.4,,,,,,
95,철원,2013-04-14,6.7,3,43.8,,,,,,
95,철원,2013-04-15,5.2,,42.9,,,,,,
95,철원,2013-04-16,10.9,,60.1,,,,,,
95,철원,2013-04-17,11,,60.1,,,,,,
95,철원,2013-04-18,10.3,,41.9,,,,,,
95,철원,2013-04-19,7.6,,34.5,,,,,,
95,철원,2013-04-20,6.1,3,74.9,,,,,,
95,철원,2013-04-21,8.4,,54.9,,,,,,
95,철원,2013-04-22,9.8,,44.1,,,,,,
95,철원,2013-04-23,10.1,1.5,57.3,,,,,,
95,철원,2013-04-24,12.7,.5,63.4,,,,,,
95,철원,2013-04-25,8,7.5,84.5,,,,,,
95,철원,2013-04-26,9.3,,68.1,,,,,,
95,철원,2013-04-27,10.1,,60.1,,,,,,
95,철원,2013-04-28,11.6,0,66.4,,,,,,
