지점,지점명,일시,평균기온(°C),평균 상대습도(%),합계 일사량(MJ/m2)
155,창원,2021-01-01,-1.3,54,9.73
155,창원,2021-01-02,-.5,47.6,9.36
155,창원,2021-01-03,-1.2,34.5,9.37
155,창원,2021-01-04,.2,48.6,10.06
155,창원,2021-01-05,-.1,46.6,7.06
155,창원,2021-01-06,-3.2,43.3,10.41
155,창원,2021-01-07,-7.6,36.1,10.84
155,창원,2021-01-08,-9.8,37.4,11.37
155,창원,2021-01-09,-7.4,40.9,10.64
155,창원,2021-01-10,-4.1,49.8,10.58
155,창원,2021-01-11,-2.3,52.6,5.86
155,창원,2021-01-12,-.5,49.3,9.21
155,창원,2021-01-13,4.7,56.6,9.86
155,창원,2021-01-14,6,56,10.76
155,창원,2021-01-15,9.5,60.1,7.52
155,창원,2021-01-16,3.6,40.4,11.03
155,창원,2021-01-17,-2.1,30.9,12.31
155,창원,2021-01-18,-.3,53,5.06
155,창원,2021-01-19,-1.7,30.3,12.37
155,창원,2021-01-20,1.8,48.8,11.63
155,창원,2021-01-21,5.8,73,8.5
155,창원,2021-01-22,8.1,87.3,3.78
155,창원,2021-01-23,9.5,71.1,1.04
155,창원,2021-01-24,8.5,57.8,5.46
155,창원,2021-01-25,8.3,59.5,11.49
155,창원,2021-01-26,5.7,79.4,1.9
155,창원,2021-01-27,5.9,40.9,12.68
155,창원,2021-01-28,2.7,43,10.94
155,창원,2021-01-29,-3.5,29.6,13.51
155,창원,2021-01-30,2.2,44.4,12.3
155,창원,2021-01-31,5.4,53.6,12.21
155,창원,2021-02-01,8.6,78.4,2.53
155,창원,2021-02-02,1.3,27.4,14.36
155,창원,2021-02-03,-.8,38.8,14.2
155,창원,2021-02-04,3.2,38,13.97
155,창원,2021-02-05,2.9,36,9.76
155,창원,2021-02-06,6.6,54.8,13.42
155,창원,2021-02-07,8.8,52.5,12.76
155,창원,2021-02-08,1.5,26.3,14.93
155,창원,2021-02-09,.9,33.4,15.2
155,창원,2021-02-10,4.6,37.5,13.95
155,창원,2021-02-11,6.3,56,9.33
155,창원,2021-02-12,8.1,55.3,12.57
155,창원,2021-02-13,9.7,49,14.46
155,창원,2021-02-14,8.9,81.4,3.55
155,창원,2021-02-15,6.4,54.5,13.84
