지점,지점명,일시,평균기온(°C),평균 상대습도(%),합계 일사량(MJ/m2)
152,울산,2015-01-01,-2.7,30.8,
152,울산,2015-01-02,-1,36.9,
152,울산,2015-01-03,1,26.9,
152,울산,2015-01-04,4.4,49.4,
152,울산,2015-01-05,6.9,66.9,
152,울산,2015-01-06,6.5,45.3,
152,울산,2015-01-07,-.4,25,
152,울산,2015-01-08,.6,28.5,
152,울산,2015-01-09,2.6,39.3,
152,울산,2015-01-10,3.5,36.5,
152,울산,2015-01-11,2.4,40.5,
152,울산,2015-01-12,2.1,45.4,
152,울산,2015-01-13,3.9,57.5,
152,울산,2015-01-14,4.7,72,
152,울산,2015-01-15,6.5,76.3,
152,울산,2015-01-16,4.6,64.1,
152,울산,2015-01-17,2.4,29.9,
152,울산,2015-01-18,4.3,23.5,
152,울산,2015-01-19,5.5,44.4,
152,울산,2015-01-20,4.1,55.9,
152,울산,2015-01-21,6.2,75.8,
152,울산,2015-01-22,5.5,73.5,
152,울산,2015-01-23,4.1,56.5,
152,울산,2015-01-24,4.3,59.8,
152,울산,2015-01-25,6.3,68.9,
152,울산,2015-01-26,9.3,84.9,
152,울산,2015-01-27,4.8,46.9,
152,울산,2015-01-28,.8,61.1,
152,울산,2015-01-29,3.5,75.4,
152,울산,2015-01-30,3.1,47.8,
152,울산,2015-01-31,0,35.6,
152,울산,2015-02-01,1.3,41.4,
152,울산,2015-02-02,2.8,58,
152,울산,2015-02-03,4,68.3,
152,울산,2015-02-04,4.1,53.8,
152,울산,2015-02-05,3.3,47.1,
152,울산,2015-02-06,4.2,42.4,
152,울산,2015-02-07,5,44.8,
152,울산,2015-02-08,-.4,27.6,
152,울산,2015-02-09,-2.4,27.3,
152,울산,2015-02-10,4,40.8,
152,울산,2015-02-11,5.1,48.5,
152,울산,2015-02-12,3.7,36.3,
152,울산,2015-02-13,1.6,25.5,
152,울산,2015-02-14,5.7,32.9,
152,울산,2015-02-15,7.3,58.9,
152,울산,2015-02-16,6,88.6,
152,울산,2015-02-17,5.5,66.1,
152,울산,2015-02-18,4,55.1,
152,울산,2015-02-19,3.9,65.3,
152,울산,2015-02-20,4.9,64,
152,울산,2015-02-21,7.7,82.3,
152,울산,2015-02-22,11.1,74.1,
152,울산,2015-02-23,6.6,40.9,
152,울산,2015-02-24,6.5,45.3,
152,울산,2015-02-25,7.7,59.9,
152,울산,2015-02-26,7.7,47.4,
152,울산,2015-02-27,1.6,36.3,
152,울산,2015-02-28,4.5,61.6,
152,울산,2015-03-01,4.6,64.8,
152,울산,2015-03-02,5.2,43.1,
152,울산,2015-03-03,3.9,83.9,
152,울산,2015-03-04,3,35.8,
152,울산,2015-03-05,2.8,44.8,
152,울산,2015-03-06,5.1,58.1,
152,울산,2015-03-07,6.1,66,
152,울산,2015-03-08,6.5,66.6,
152,울산,2015-03-09,8,39,
152,울산,2015-03-10,-.1,20.9,
152,울산,2015-03-11,4.8,29.5,
152,울산,2015-03-12,5.9,28.4,
152,울산,2015-03-13,8.8,48.1,
152,울산,2015-03-14,8,34.4,
152,울산,2015-03-15,10,45.1,
152,울산,2015-03-16,10.9,50.1,
152,울산,2015-03-17,13.5,55.3,
152,울산,2015-03-18,10.2,86.3,
152,울산,2015-03-19,11.1,80.3,
152,울산,2015-03-20,12.4,74.3,
152,울산,2015-03-21,14.8,53.3,
152,울산,2015-03-22,13.7,24.1,
152,울산,2015-03-23,8.3,22.9,
152,울산,2015-03-24,7.2,33.3,
152,울산,2015-03-25,8,48.8,
152,울산,2015-03-26,11.1,39.4,
152,울산,2015-03-27,13.2,33.4,
152,울산,2015-03-28,15,37.8,
152,울산,2015-03-29,14.6,52,
152,울산,2015-03-30,14.9,56.3,
152,울산,2015-03-31,15.1,75.8,
152,울산,2015-04-01,12,76.5,
152,울산,2015-04-02,13.4,78,
152,울산,2015-04-03,17,74.6,
152,울산,2015-04-04,10.2,73.1,
152,울산,2015-04-05,10.6,85,
152,울산,2015-04-06,10.8,89.9,
152,울산,2015-04-07,8.6,72,
152,울산,2015-04-08,7.7,73.9,
152,울산,2015-04-09,8.9,66.5,
152,울산,2015-04-10,10.6,62,
152,울산,2015-04-11,10.9,60.6,
152,울산,2015-04-12,11.5,68.4,
152,울산,2015-04-13,10.5,89.4,
152,울산,2015-04-14,11.9,68.8,
152,울산,2015-04-15,15,50.9,
152,울산,2015-04-16,15.9,42.8,
152,울산,2015-04-17,14,28.5,
152,울산,2015-04-18,14.8,38.1,
152,울산,2015-04-19,15,93.5,
152,울산,2015-04-20,10.9,83.5,
152,울산,2015-04-21,12.7,66.9,
152,울산,2015-04-22,16.3,49.9,
152,울산,2015-04-23,17.3,35,
152,울산,2015-04-24,18,44.8,
152,울산,2015-04-25,16.9,41.9,
152,울산,2015-04-26,19.9,36.4,
152,울산,2015-04-27,21.1,32.6,
152,울산,2015-04-28,19.2,55.1,
152,울산,2015-04-29,15.8,85.4,
152,울산,2015-04-30,16.6,79.4,
152,울산,2015-05-01,19.6,67,
152,울산,2015-05-02,21.3,59.1,
152,울산,2015-05-03,17.4,92.3,
152,울산,2015-05-04,19.8,45.8,
152,울산,2015-05-05,16.8,37.5,
152,울산,2015-05-06,18,43.9,
152,울산,2015-05-07,19.6,38.1,
152,울산,2015-05-08,19.4,36.8,
152,울산,2015-05-09,18.2,54.4,
152,울산,2015-05-10,16.1,61,
152,울산,2015-05-11,16.8,70.1,
152,울산,2015-05-12,18.2,59.8,
152,울산,2015-05-13,22.1,30.6,
152,울산,2015-05-14,20.8,53.9,
152,울산,2015-05-15,18.3,68.1,
152,울산,2015-05-16,16.5,71,
152,울산,2015-05-17,19.5,34.8,
152,울산,2015-05-18,15.6,69,
152,울산,2015-05-19,19.8,59.4,
152,울산,2015-05-20,18.3,37.9,
152,울산,2015-05-21,20.5,47.1,
152,울산,2015-05-22,23.3,37.9,
152,울산,2015-05-23,22.7,42.1,
152,울산,2015-05-24,22.5,42.5,
152,울산,2015-05-25,22.5,54.3,
152,울산,2015-05-26,25.5,42,
152,울산,2015-05-27,23.1,49,
152,울산,2015-05-28,21.2,65.3,
152,울산,2015-05-29,23.2,53.5,
152,울산,2015-05-30,21,74.5,
152,울산,2015-05-31,20.9,69.9,
152,울산,2015-06-01,22.8,62.8,
152,울산,2015-06-02,22.5,68.1,
152,울산,2015-06-03,22.3,47.8,
152,울산,2015-06-04,22.4,45.4,
152,울산,2015-06-05,16.2,87.5,
152,울산,2015-06-06,17.9,80.4,
152,울산,2015-06-07,19.7,80.1,
152,울산,2015-06-08,20.4,87.9,
152,울산,2015-06-09,21.9,81.1,
152,울산,2015-06-10,24.3,65.5,
152,울산,2015-06-11,21.3,88.5,
152,울산,2015-06-12,25,65.1,
152,울산,2015-06-13,21.7,79.6,
152,울산,2015-06-14,22.6,77.6,
